row_id,Action,ID,QuestName,Location,Coords,XP,Level,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,Class,formatted_text
20,TurnIn,1003,Buzzbox 525,Darkshore,,,,,https://classic.wowhead.com/quest=1003,,,,,,,"","",,turnin Buzzbox 525##1003
21,TurnIn,948,Onu,Darkshore,,,,,https://classic.wowhead.com/quest=948,,,,,,,"","",,turnin Onu##948
22,Accept,944,The Master's Glaive,Darkshore,,,,,https://classic.wowhead.com/quest=944,,,,,,,"","",,accept The Master's Glaive##944
23,Text,,,Darkshore,,,,"You got a phial from Onu, use it once you have entered the Masters Glaive and put it on the ground",https://classic.wowhead.com/quest=,,,,,,,"","",,"You got a phial from Onu, use it once you have entered the Masters Glaive and put it on the ground"
24,TurnIn,944,The Master's Glaive,Darkshore,,,,,https://classic.wowhead.com/quest=944,,,,,,,"","",,turnin The Master's Glaive##944
25,Accept,949,The Twilight Camp,Darkshore,,,,,https://classic.wowhead.com/quest=949,,,,,,,"","",,accept The Twilight Camp##949
26,TurnIn,949,The Twilight Camp,Darkshore,,,,,https://classic.wowhead.com/quest=949,,,,,,,"","",,turnin The Twilight Camp##949
27,Accept,950,Return to Onu,Darkshore,,,,,https://classic.wowhead.com/quest=950,,,,,,,"","",,accept Return to Onu##950
28,Text,,,Darkshore,,,,"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP!",https://classic.wowhead.com/quest=,,,,,,,"","",,"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP!"
29,Accept,945,Therylune's Escape,Darkshore,,,,,https://classic.wowhead.com/quest=945,,,,,,,"","",,accept Therylune's Escape##945
30,Do,945,Therylune's Escape,Darkshore,,,,,https://classic.wowhead.com/quest=945,,,,,,,"","",,Do: Therylune's Escape |q 945
31,Text,,,Darkshore,,,,"There is a RARE quest drop - Book: The Powers Below - in the pit, I never got it regularly EVER(I only got it when the escort dryad wasnt there and I was grinding mobs till she spawns). Accept it if you got it.",https://classic.wowhead.com/quest=,,,,,,,"","",,"There is a RARE quest drop - Book: The Powers Below - in the pit, I never got it regularly EVER(I only got it when the escort dryad wasnt there and I was grinding mobs till she spawns). Accept it if you got it."
32,Accept,968,The Powers Below,Darkshore,,,,,https://classic.wowhead.com/quest=968,,,,,,,"","",,accept The Powers Below##968
33,Text,,,Darkshore,,,,"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP! 

This escort quest is REALLY hard but has 3 follow ups, so make sure to do this(ask in general chat etc).

Tip: Make Remtravel pull, or he will just continue walking, BUT he is NOT TANKY, take the aggro as soon as he is engaged! Even I fail this(if I am solo) sometimes and Remtravel dies.Just grind on the Golems until he respawns.",https://classic.wowhead.com/quest=,,,,,,,"","",,"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP! 

This escort quest is REALLY hard but has 3 follow ups, so make sure to do this(ask in general chat etc).

Tip: Make Remtravel pull, or he will just continue walking, BUT he is NOT TANKY, take the aggro as soon as he is engaged! Even I fail this(if I am solo) sometimes and Remtravel dies.Just grind on the Golems until he respawns."
34,TurnIn,729,The Absent Minded Prospector,Darkshore,,,,,https://classic.wowhead.com/quest=729,,,,,,,"","",,turnin The Absent Minded Prospector##729
35,Accept,731,The Absent Minded Prospector,Darkshore,,,,,https://classic.wowhead.com/quest=731,,,,,,,"","",,accept The Absent Minded Prospector##731
36,Do,731,The Absent Minded Prospector,Darkshore,,,,,https://classic.wowhead.com/quest=731,,,,,,,"","",,Do: The Absent Minded Prospector |q 731
37,TurnIn,950,Return to Onu,Darkshore,,,,,https://classic.wowhead.com/quest=950,,,,,,,"","",,turnin Return to Onu##950
38,Accept,951,Mathystra Relics,Darkshore,,,,,https://classic.wowhead.com/quest=951,,,,,,,"","",,accept Mathystra Relics##951
39,Text,,,Darkshore,,,,"Careful, there will be multiple waves with 2-3Murlocs each, kill the last murloc per wave away from the fire,eat/drink up and pull the next wave OR get a group! If you cant manage to do it,just skip it.",https://classic.wowhead.com/quest=,,,,,,,"","",,"Careful, there will be multiple waves with 2-3Murlocs each, kill the last murloc per wave away from the fire,eat/drink up and pull the next wave OR get a group! If you cant manage to do it,just skip it."
40,Run,,,Darkshore,"36.4, 75.6",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""36.4""
	"" 75.6""
]",36.4, 75.6,"","",,"Run to 36.4, 75.6 |goto Darkshore 36.4, 75.6"
41,Do,4740,WANTED: Murkdeep!,Darkshore,,,,,https://classic.wowhead.com/quest=4740,,,,,,,"","",,Do: WANTED: Murkdeep! |q 4740
42,TurnIn,4731,Beached Sea Turtle,Darkshore,,,,,https://classic.wowhead.com/quest=4731,,,,,,,"","",,turnin Beached Sea Turtle##4731
43,TurnIn,4728,Beached Sea Creature,Darkshore,,,,,https://classic.wowhead.com/quest=4728,,,,,,,"","",,turnin Beached Sea Creature##4728
44,TurnIn,4730,Beached Sea Creature,Darkshore,,,,,https://classic.wowhead.com/quest=4730,,,,,,,"","",,turnin Beached Sea Creature##4730
45,TurnIn,4733,Beached Sea Creature,Darkshore,,,,,https://classic.wowhead.com/quest=4733,,,,,,,"","",,turnin Beached Sea Creature##4733
46,TurnIn,4732,Beached Sea Turtle,Darkshore,,,,,https://classic.wowhead.com/quest=4732,,,,,,,"","",,turnin Beached Sea Turtle##4732
47,TurnIn,1138,Fruit of the Sea,Darkshore,,,,,https://classic.wowhead.com/quest=1138,,,,,,,"","",,turnin Fruit of the Sea##1138
48,TurnIn,4740,WANTED: Murkdeep!,Darkshore,,,,,https://classic.wowhead.com/quest=4740,,,,,,,"","",,turnin WANTED: Murkdeep!##4740
49,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
50,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
51,Accept,4763,The Blackwood Corrupted,Darkshore,,,,,https://classic.wowhead.com/quest=4763,,,,,,,"","",,accept The Blackwood Corrupted##4763
52,Text,,,Darkshore,,,,Fill the bowl provided with water in the moonwell in Auberdine.,https://classic.wowhead.com/quest=,,,,,,,"","",,Fill the bowl provided with water in the moonwell in Auberdine.
53,Accept,2139,Tharnariun's Hope,Darkshore,,,,,https://classic.wowhead.com/quest=2139,,,,,,,"","",,accept Tharnariun's Hope##2139
54,TurnIn,986,A Lost Master,Darkshore,,,,,https://classic.wowhead.com/quest=986,,,,,,,"","",,turnin A Lost Master##986
55,Accept,993,A Lost Master,Darkshore,,,,,https://classic.wowhead.com/quest=993,,,,,,,"","",,accept A Lost Master##993
56,Do,2139,Tharnariun's Hope,Darkshore,,,,,https://classic.wowhead.com/quest=2139,,,,,,,"","",,Do: Tharnariun's Hope |q 2139
57,Do,4763,The Blackwood Corrupted,Darkshore,,,,,https://classic.wowhead.com/quest=4763,,,,,,,"","",,Do: The Blackwood Corrupted |q 4763
58,Accept,966,The Tower of Althalaxx,Darkshore,,,,,https://classic.wowhead.com/quest=966,,,,,,,"","",,accept The Tower of Althalaxx##966
59,Do,966,The Tower of Althalaxx,Darkshore,,,,,https://classic.wowhead.com/quest=966,,,,,,,"","",,Do: The Tower of Althalaxx |q 966
60,TurnIn,966,The Tower of Althalaxx,Darkshore,,,,,https://classic.wowhead.com/quest=966,,,,,,,"","",,turnin The Tower of Althalaxx##966
61,Accept,967,The Tower of Althalaxx,Darkshore,,,,,https://classic.wowhead.com/quest=967,,,,,,,"","",,accept The Tower of Althalaxx##967
62,Do,951,Mathystra Relics,Darkshore,,,,,https://classic.wowhead.com/quest=951,,,,,,,"","",,Do: Mathystra Relics |q 951
63,Grind,,,,,,19+4200,the nagas,https://classic.wowhead.com/quest=,,,,,,,"","",,"Grind until level19+4200
|ding 19+4200"
64,Text,,,Darkshore,,,,Die on purpose and rezz up.,https://classic.wowhead.com/quest=,,,,,,,"","",,Die on purpose and rezz up.
65,TurnIn,2139,Tharnariun's Hope,Darkshore,,,,,https://classic.wowhead.com/quest=2139,,,,,,,"","",,turnin Tharnariun's Hope##2139
66,TurnIn,4763,The Blackwood Corrupted,Darkshore,,,,,https://classic.wowhead.com/quest=4763,,,,,,,"","",,turnin The Blackwood Corrupted##4763
67,Text,,,Darkshore,,,,Take the boat to Darnassus,https://classic.wowhead.com/quest=,,,,,,,"","",,Take the boat to Darnassus
68,Flightpath,,,Teldrassil,"58.4,94",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""58.4""
	""94""
]",58.4,94,"","",,"fpath Teldrassil |goto Teldrassil 58.4,94"
69,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
70,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
71,UseHearthstone,,,Teldrassil,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,use Hearthstone##6948
72,Learn,,,Ironforge,,,18,Learn new spells,https://classic.wowhead.com/quest=,,,,,,,"","",,Get your level 18 spells at your trainer
73,TurnIn,968,The Powers Below,,,,,,https://classic.wowhead.com/quest=968,,,,,,,"","",,turnin The Powers Below##968
74,Accept,2041,Speak with Shoni,Ironforge,,,,,https://classic.wowhead.com/quest=2041,,,,,,,"","",,accept Speak with Shoni##2041
75,Text,,,Ironforge,,,,Take the Train to Stormwind.,https://classic.wowhead.com/quest=,,,,,,,"","",,Take the Train to Stormwind.
76,Text,,,Stormwind City,,,,"If it is in stock: Buy a Bronzetube at [G55.3,7.1Stormwind City]",https://classic.wowhead.com/quest=,,,,,,,"","",,"If it is in stock: Buy a Bronzetube at [G55.3,7.1Stormwind City]"
77,TurnIn,2041,Speak with Shoni,Stormwind City,,,,,https://classic.wowhead.com/quest=2041,,,,,,,"","",,turnin Speak with Shoni##2041
