row_id,Action,ID,QuestName,Location,Coords,XP,Level,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,Class,formatted_text
21,Text,,,Ashenvale,,,,Grind the worgen till youre level[XP29+10000],https://classic.wowhead.com/quest=,,,,,,,"","",,Grind the worgen till youre level[XP29+10000]
22,Text,1022,The Howling Vale,Ashenvale,,,,"Do: [QC1022] Go through the cave at[G53,37.58Ashenvale] and loot the tome. (Careful,easy to overpull here,if the Rare it will be pretty hard. But it is doable even as a warrior(Retalition, Intimidating Shout+Bandage etc.).",https://classic.wowhead.com/quest=1022,,,,,,,"","",,"Do: [QC1022] Go through the cave at[G53,37.58Ashenvale] and loot the tome. (Careful,easy to overpull here,if the Rare it will be pretty hard. But it is doable even as a warrior(Retalition, Intimidating Shout+Bandage etc.)."
23,Run,,,Ashenvale,"60.4, 52.5",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""60.4""
	"" 52.5""
]",60.4, 52.5,"","",,"Run to 60.4, 52.5 |goto Ashenvale 60.4, 52.5"
24,Run,,,Ashenvale,"50.1, 48.4",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""50.1""
	"" 48.4""
]",50.1, 48.4,"","",,"Run to 50.1, 48.4 |goto Ashenvale 50.1, 48.4"
25,TurnIn,1026,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1026,,,,,,,"","",,turnin Raene's Cleansing##1026
26,Accept,1027,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1027,,,,,,,"","",,accept Raene's Cleansing##1027
27,Do,1027,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1027,,,,,,,"","",,Do: Raene's Cleansing |q 1027
28,Do,1035,Fallen Sky Lake,Ashenvale,,,,,https://classic.wowhead.com/quest=1035,,,,,,,"","",,Do: Fallen Sky Lake |q 1035
29,TurnIn,1027,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1027,,,,,,,"","",,turnin Raene's Cleansing##1027
30,Accept,1028,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1028,,,,,,,"","",,accept Raene's Cleansing##1028
31,TurnIn,1028,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1028,,,,,,,"","",,turnin Raene's Cleansing##1028
32,Run,,,Ashenvale,"64.4, 43.8",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""64.4""
	"" 43.8""
]",64.4, 43.8,"","",,"Run to 64.4, 43.8 |goto Ashenvale 64.4, 43.8"
33,Do,"1140,1",The Tower of Althalaxx,Ashenvale,,,,,"https://classic.wowhead.com/quest=1140,1",,,,,,,"","",,"Do: The Tower of Althalaxx |q 1140,1"
34,TurnIn,1021,Vile Satyr! Dryads in Danger!,Ashenvale,,,,,https://classic.wowhead.com/quest=1021,,,,,,,"","",,turnin Vile Satyr! Dryads in Danger!##1021
35,Accept,1031,The Branch of Cenarius,Ashenvale,,,,,https://classic.wowhead.com/quest=1031,,,,,,,"","",,accept The Branch of Cenarius##1031
36,Text,,,Ashenvale,,,,"The next quest is not as hard as the worgen quest but you are level 29 and the mob is 32. I am able to do it as warrir without Retaliation,Bandage or healthpot. Just pool rage on the previous mob, eat up and kill it fast(I pull from the right through the tree.",https://classic.wowhead.com/quest=,,,,,,,"","",,"The next quest is not as hard as the worgen quest but you are level 29 and the mob is 32. I am able to do it as warrir without Retaliation,Bandage or healthpot. Just pool rage on the previous mob, eat up and kill it fast(I pull from the right through the tree."
37,Do,1031,The Branch of Cenarius,Ashenvale,,,,,https://classic.wowhead.com/quest=1031,,,,,,,"","",,Do: The Branch of Cenarius |q 1031
38,Do,"1140,2",The Tower of Althalaxx,Ashenvale,,,,,"https://classic.wowhead.com/quest=1140,2",,,,,,,"","",,"Do: The Tower of Althalaxx |q 1140,2"
39,Text,,,,,,,Grind the worgen till youre level[XP29+30000],https://classic.wowhead.com/quest=,,,,,,,"","",,Grind the worgen till youre level[XP29+30000]
40,TurnIn,4581,Kayneth Stillwind,Ashenvale,,,,,https://classic.wowhead.com/quest=4581,,,,,,,"","",,turnin Kayneth Stillwind##4581
41,Flightpath,,,Azshara,"11.9,77.6",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""11.9""
	""77.6""
]",11.9,77.6,"","",,"fpath Azshara |goto Azshara 11.9,77.6"
42,Fly,,,Astranaar,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Astranaar
43,TurnIn,1035,Fallen Sky Lake,Ashenvale,,,,,https://classic.wowhead.com/quest=1035,,,,,,,"","",,turnin Fallen Sky Lake##1035
44,TurnIn,1022,The Howling Vale,Ashenvale,,,,,https://classic.wowhead.com/quest=1022,,,,,,,"","",,turnin The Howling Vale##1022
45,Accept,1037,Velinde Starsong,Ashenvale,,,,,https://classic.wowhead.com/quest=1037,,,,,,,"","",,accept Velinde Starsong##1037
46,TurnIn,1031,The Branch of Cenarius,Ashenvale,,,,,https://classic.wowhead.com/quest=1031,,,,,,,"","",,turnin The Branch of Cenarius##1031
47,TurnIn,1140,The Tower of Althalaxx,Ashenvale,,,,,https://classic.wowhead.com/quest=1140,,,,,,,"","",,turnin The Tower of Althalaxx##1140
48,Fly,,,Rut'Theran,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Rut'Theran
49,Accept,2925,Klockmort's Essentials,Darnassus,,,,,https://classic.wowhead.com/quest=2925,,,,,,,"","",,accept Klockmort's Essentials##2925
50,TurnIn,1037,Velinde Starsong,Darnassus,,,,,https://classic.wowhead.com/quest=1037,,,,,,,"","",,turnin Velinde Starsong##1037
51,Accept,1038,Velinde's Effects,Darnassus,,,,,https://classic.wowhead.com/quest=1038,,,,,,,"","",,accept Velinde's Effects##1038
52,Do,1038,Velinde's Effects,Darnassus,,,,,https://classic.wowhead.com/quest=1038,,,,,,,"","",,Do: Velinde's Effects |q 1038
53,TurnIn,1038,Velinde's Effects,Darnassus,,,,,https://classic.wowhead.com/quest=1038,,,,,,,"","",,turnin Velinde's Effects##1038
54,Accept,1039,The Barrens Port,Darnassus,,,,,https://classic.wowhead.com/quest=1039,,,,,,,"","",,accept The Barrens Port##1039
55,UseHearthstone,,,Auberdine,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,use Hearthstone##6948
56,Accept,290,Lifting the Curse,Wetlands,,,,,https://classic.wowhead.com/quest=290,,,,,,,"","",,accept Lifting the Curse##290
57,Accept,472,Fall of Dun Modr,Wetlands,,,,,https://classic.wowhead.com/quest=472,,,,,,,"","",,accept Fall of Dun Modr##472
58,Do,290,Lifting the Curse,Wetlands,,,,,https://classic.wowhead.com/quest=290,,,,,,,"","",,Do: Lifting the Curse |q 290
59,Turnin,290,Lifting the Curse,Wetlands,,,,,https://classic.wowhead.com/quest=290,,,,,,,"","",,""
60,Accept,292,The Eye of Paleth,Wetlands,,,,,https://classic.wowhead.com/quest=292,,,,,,,"","",,accept The Eye of Paleth##292
61,Turnin,465,Nek'rosh's Gambit,Wetlands,,,,,https://classic.wowhead.com/quest=465,,,,,,,"","",,""
62,Text,,,Wetlands,,,,"If you're in a group, do the follow up ELITE quest Defeat Nek'rosh otherwise skip it.",https://classic.wowhead.com/quest=,,,,,,,"","",,"If you're in a group, do the follow up ELITE quest Defeat Nek'rosh otherwise skip it."
63,AcceptOptional,474,Defeat Nek'rosh,Wetlands,,,,,https://classic.wowhead.com/quest=474,,,,,,,"","",,
64,DoOptional,474,Defeat Nek'rosh,Wetlands,,,,,https://classic.wowhead.com/quest=474,,,,,,,"","",,Do (Optional): Defeat Nek'rosh
65,Do,"335,2",A Noble Brew,Wetlands,,,,,"https://classic.wowhead.com/quest=335,2",,,,,,,"","",,"Do: A Noble Brew |q 335,2"
66,TurninOptional,378,The Fury Runs Deep,Wetlands,,,,,https://classic.wowhead.com/quest=378,,,,,,,"","",,""
67,TurnIn,472,Fall of Dun Modr,Wetlands,,,,,https://classic.wowhead.com/quest=472,,,,,,,"","",,turnin Fall of Dun Modr##472
68,Text,,,,,,,"If you're in a group, accept the follow up ELITE quests A Grim Task and The Dark Iron War otherwise skip it.",https://classic.wowhead.com/quest=,,,,,,,"","",,"If you're in a group, accept the follow up ELITE quests A Grim Task and The Dark Iron War otherwise skip it."
69,AcceptOptional,304,A Grim Task,Wetlands,,,,,https://classic.wowhead.com/quest=304,,,,,,,"","",,
70,AcceptOptional,303,The Dark Iron War,Wetlands,,,,,https://classic.wowhead.com/quest=303,,,,,,,"","",,
71,Text,,,Wetlands,,,,"The next quest requires you to interact with a corpse downstairs. There are 1-3 elites that you might pull. Its easy: use your pet/frost nova/fear to get rid of the adds, interact with the corpse und run up the same way you came down. DO NOT attack the mobs and just run away.",https://classic.wowhead.com/quest=,,,,,,,"","",,"The next quest requires you to interact with a corpse downstairs. There are 1-3 elites that you might pull. Its easy: use your pet/frost nova/fear to get rid of the adds, interact with the corpse und run up the same way you came down. DO NOT attack the mobs and just run away."
72,Accept,631,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=631,,,,,,,"","",,accept The Thandol Span##631
73,TurnIn,631,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=631,,,,,,,"","",,turnin The Thandol Span##631
74,Accept,632,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=632,,,,,,,"","",,accept The Thandol Span##632
75,TurnIn,632,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=632,,,,,,,"","",,turnin The Thandol Span##632
76,Accept,633,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=633,,,,,,,"","",,accept The Thandol Span##633
77,Text,,,Wetlands,,,,"Jump off the Bridge to go to [G44.3,92.9Arathi Highlands] and collect the Letter next to the dwarf",https://classic.wowhead.com/quest=,,,,,,,"","",,"Jump off the Bridge to go to [G44.3,92.9Arathi Highlands] and collect the Letter next to the dwarf"
78,Accept,637,Sully Balloo's Letter,Wetlands,,,,,https://classic.wowhead.com/quest=637,,,,,,,"","",,accept Sully Balloo's Letter##637
79,Do,633,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=633,,,,,,,"","",,Do: The Thandol Span |q 633
80,TurnIn,633,The Thandol Span,Wetlands,,,,,https://classic.wowhead.com/quest=633,,,,,,,"","",,turnin The Thandol Span##633
81,Accept,634,Plea To The Alliance,Wetlands,,,,,https://classic.wowhead.com/quest=634,,,,,,,"","",,accept Plea To The Alliance##634
82,DoOptional,304,A Grim Task,Wetlands,,,,,https://classic.wowhead.com/quest=304,,,,,,,"","",,Do (Optional): A Grim Task
83,DoOptional,303,The Dark Iron War,Wetlands,,,,,https://classic.wowhead.com/quest=303,,,,,,,"","",,Do (Optional): The Dark Iron War
84,TurnInOptional,304,A Grim Task,Wetlands,,,,,https://classic.wowhead.com/quest=304,,,,,,,"","",,
85,TurnInOptional,303,The Dark Iron War,Wetlands,,,,,https://classic.wowhead.com/quest=303,,,,,,,"","",,
86,AcceptOptional,378,,Wetlands,,,,,https://classic.wowhead.com/quest=378,,,,,,,"","",,
87,TurnIn,634,,Arathi Highlands,,,,,https://classic.wowhead.com/quest=634,,,,,,,"","",,
88,Flightpath,,,Arathi Highlands,"45.7, 46.1",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""45.7""
	"" 46.1""
]",45.7, 46.1,"","",,"fpath Arathi Highlands |goto Arathi Highlands 45.7, 46.1"
89,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
