row_id,Action,ID,QuestName,Location,Coords,XP,Level,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,Class,formatted_text
21,Text,,,Hillsbrad Foothills,,,,Grind on the Murlocs till [XP30+45500],https://classic.wowhead.com/quest=,,,,,,,"","",,Grind on the Murlocs till [XP30+45500]
22,Turnin,562,Stormwind Ho!,Hillsbrad Foothills,,,,,https://classic.wowhead.com/quest=562,,,,,,,"","",,""
23,Accept,563,Reassignment,Hillsbrad Foothills,,,,,https://classic.wowhead.com/quest=563,,,,,,,"","",,accept Reassignment##563
24,UseHearthstone,,,Hillsbrad Foothills,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,use Hearthstone##6948
25,Turnin,292,The Eye of Paleth,Wetlands,,,,,https://classic.wowhead.com/quest=292,,,,,,,"","",,""
26,Accept,293,Cleansing the Eye,Wetlands,,,,,https://classic.wowhead.com/quest=293,,,,,,,"","",,accept Cleansing the Eye##293
27,TurninOptional,474,Defeat Nek'rosh,Wetlands,,,,,https://classic.wowhead.com/quest=474,,,,,,,"","",,""
28,Fly,,,Ironforge,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Ironforge
29,TurnIn,637,Sully Balloo's Letter,Ironforge,,,,,https://classic.wowhead.com/quest=637,,,,,,,"","",,turnin Sully Balloo's Letter##637
30,Accept,683,Sara Balloo's Plea,Ironforge,,,,,https://classic.wowhead.com/quest=683,,,,,,,"","",,accept Sara Balloo's Plea##683
31,TurnIn,683,Sara Balloo's Plea,Ironforge,,,,,https://classic.wowhead.com/quest=683,,,,,,,"","",,turnin Sara Balloo's Plea##683
32,Accept,686,A King's Tribute,Ironforge,,,,,https://classic.wowhead.com/quest=686,,,,,,,"","",,accept A King's Tribute##686
33,TurnIn,686,A King's Tribute,Ironforge,,,,,https://classic.wowhead.com/quest=686,,,,,,,"","",,turnin A King's Tribute##686
34,Accept,689,A King's Tribute,Ironforge,,,,,https://classic.wowhead.com/quest=689,,,,,,,"","",,accept A King's Tribute##689
35,Accept,1179,The Brassbolts Brothers,Ironforge,,,,,https://classic.wowhead.com/quest=1179,,,,,,,"","",,accept The Brassbolts Brothers##1179
36,Learn,,,Ironforge,,,30,,https://classic.wowhead.com/quest=,,,,,,,"","","Warrior,Hunter","Get your level 30 spells at your trainer
|only if Warrior,Hunter"
37,TurnIn,2923,Tinkmaster Overspark,Ironforge,,,,,https://classic.wowhead.com/quest=2923,,,,,,,"","",,turnin Tinkmaster Overspark##2923
38,TurnIn,2925,Klockmort's Essentials,Ironforge,,,,,https://classic.wowhead.com/quest=2925,,,,,,,"","",,turnin Klockmort's Essentials##2925
39,TurnIn,7807,A Donation of Wool,Ironforge,,,,,https://classic.wowhead.com/quest=7807,,,,,,,"","",,turnin A Donation of Wool##7807
40,TurnIn,1072,An Old Colleague,Ironforge,,,,,https://classic.wowhead.com/quest=1072,,,,,,,"","",,turnin An Old Colleague##1072
41,Text,,,Ironforge,,,,Take the train to stormwind.,https://classic.wowhead.com/quest=,,,,,,,"","",,Take the train to stormwind.
42,TurnIn,322,Blessed Arm,Stormwind,,,,,https://classic.wowhead.com/quest=322,,,,,,,"","",,turnin Blessed Arm##322
43,Accept,325,Armed and Ready,Stormwind,,,,,https://classic.wowhead.com/quest=325,,,,,,,"","",,accept Armed and Ready##325
44,TurnIn,293,Cleansing the Eye,Stormwind,,,,,https://classic.wowhead.com/quest=293,,,,,,,"","",,turnin Cleansing the Eye##293
45,Learn,,,Stormwind,,,30,,https://classic.wowhead.com/quest=,,,,,,,"","","Paladin,Priest","Get your level 30 spells at your trainer
|only if Paladin,Priest"
46,TurnIn,335,A Noble Brew,Stormwind,,,,,https://classic.wowhead.com/quest=335,,,,,,,"","",,turnin A Noble Brew##335
47,Accept,336,A Noble Brew,Stormwind,,,,,https://classic.wowhead.com/quest=336,,,,,,,"","",,accept A Noble Brew##336
48,Learn,,,Stormwind,,,30,,https://classic.wowhead.com/quest=,,,,,,,"","","Warlock,Mage,Warrior","Get your level 30 spells at your trainer
|only if Warlock,Mage,Warrior"
49,Text,,,,,,,"If you have 60 silk already: TurnIn: [QT7793] A Donation of silk at: [G44.3, 73.9 Stormwind City]",https://classic.wowhead.com/quest=,,,,,,,"","",,"If you have 60 silk already: TurnIn: [QT7793] A Donation of silk at: [G44.3, 73.9 Stormwind City]"
50,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
