Name,Action,ID,QuestName,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
Turn on your Aura.[A Paladin],Text,,,,,,,Paladin,Turn on your Aura.,https://classic.wowhead.com/quest=,,,
TurnIn: [QT62],TurnIn,62,The Fargodeep Mine,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=62,,,
Accept: [QA76],Accept,76,The Jasperlode Mine,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=76,,,
"Run to [G41.5,65.8Elwynn Forest][A Warrior,Paladin]",Run,,,Elwynn Forest,"41.5,65.8",,,"Warrior,Paladin",,https://classic.wowhead.com/quest=,,,
"Buy: [CI2488,1 Gladius] [A Warrior]Buy a Gladius from Corina Steele[A Warrior]",Buy,,,Elwynn Forest,,,,Warrior,[A Warrior]Buy a Gladius from Corina Steele,https://classic.wowhead.com/quest=,2488,Gladius,1
"Buy: [CI2493,1 Wooden Mallet] [A Paladin] Buy a Wooden Mallet from Corina Steele[A Paladin]",Buy,,,Elwynn Forest,,,,Paladin,[A Paladin] Buy a Wooden Mallet from Corina Steele,https://classic.wowhead.com/quest=,2493,Wooden Mallet,1
"[T] Get your Level 6 skills at your trainer.[A Warrior,Paladin]",Learn,,,,,,6,"Warrior,Paladin",,https://classic.wowhead.com/quest=,,,
TurnIn: [QT47],TurnIn,47,Gold Dust Exchange,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=47,,,
Accept: [QA40],Accept,40,A Fishy Peril,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=40,,,
TurnIn: [QT40],TurnIn,40,A Fishy Peril,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=40,,,
Accept: [QA35],Accept,35,Further Concerns,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=35,,,
TurnIn: [QT107],TurnIn,107,Note to William,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=107,,,
Accept: [QA112],Accept,112,Collecting Kelp,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=112,,,
TurnIn: [QT60],TurnIn,60,Kobold Candles,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=60,,,
Accept: [QA61],Accept,61,Shipment to Stormwind,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=61,,,
"[T] Get your Level 6 skills at your trainer.[A Warlock,Mage,Priest,Rogue]",Learn,,,,,,6,"Warlock,Mage,Priest,Rogue",,https://classic.wowhead.com/quest=,,,
"[A Paladin,Mage,Warlock] Buy 20 Milk and as many 6 Slot Bags as you can.",Text,,,Elwynn Forest,,,,"Paladin,Mage,Warlock","[A Paladin,Mage,Warlock] Buy 20 Milk and as many 6 Slot Bags as you can.",https://classic.wowhead.com/quest=,,,
"[A Warrior,Rogue] Buy 20 Food(lvl5) and as many 6 Slot Bags as you can.",Text,,,Elwynn Forest,,,,"Warrior,Rogue","[A Warrior,Rogue] Buy 20 Food(lvl5) and as many 6 Slot Bags as you can.",https://classic.wowhead.com/quest=,,,
Do: [QC112],Do,112,Collecting Kelp,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=112,,,
Do: [QC76],Do,76,The Jasperlode Mine,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=76,,,
"Die on the Campfire nearby[G64.5,56.6Elwynn Forest] and rezz at Ghosthealer.",Text,,,Elwynn Forest,"64.5,56.6",,,,"Die on the Campfire nearby[G64.5,56.6Elwynn Forest] and rezz at Ghosthealer.",https://classic.wowhead.com/quest=,,,
Turn on your Aura.[A Paladin],Text,,,,,,,Paladin,Turn on your Aura.,https://classic.wowhead.com/quest=,,,
"Repair your gear and sell grey items at Rallic Finn [G83.3, 66.1Elwynn Forest]",Text,,,,,,,,"Repair your gear and sell grey items at Rallic Finn [G83.3, 66.1Elwynn Forest]",https://classic.wowhead.com/quest=,,,
Accept: [QA5545],Accept,5545,A Bundle of Trouble,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=5545,,,
TurnIn: [QT35],TurnIn,35,Further Concerns,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=35,,,
Accept: [QA37],Accept,37,Find the Lost Guards,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=37,,,
Accept: [QA52],Accept,52,Protect the Frontier,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=52,,,
TurnIn: [QT37],TurnIn,37,Find the Lost Guards,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=37,,,
Accept: [QA45],Accept,45,Discover Rolf's Fate,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=45,,,
Do [QC5545- ][QC52],Text,5545,A Bundle of Trouble,Elwynn Forest,,,,,Do [QC5545- ][QC52],https://classic.wowhead.com/quest=5545,,,
TurnIn: [QT45],TurnIn,45,Discover Rolf's Fate,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=45,,,
Accept: [QA71],Accept,71,Report to Thomas,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=71,,,
TurnIn: [QT5545],TurnIn,5545,A Bundle of Trouble,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=5545,,,
TurnIn: [QT52],TurnIn,52,Protect the Frontier,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=52,,,
TurnIn: [QT71],TurnIn,71,Report to Thomas,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=71,,,
Accept: [QA39],Accept,39,Deliver Thomas' Report,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=39,,,
Do(this is an optional quest!): [QC88],DoOptional,88,Princess Must Die!,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=88,,,
"This can be done solo by most classes by so called "Fence hopping". You Attack/Frostbolt/Shadowbolt, you jump the fence and repeat. Its pretty hard and you can learn it by killing defias/bears/boars first. Doing it vs Princes and her 2 escorts is even harder,MOST PEOPLE wont be able to do this!!! Otherwise: skip it as mentioned.",Text,,,,,,,,"This can be done solo by most classes by so called "Fence hopping". You Attack/Frostbolt/Shadowbolt, you jump the fence and repeat. Its pretty hard and you can learn it by killing defias/bears/boars first. Doing it vs Princes and her 2 escorts is even harder,MOST PEOPLE wont be able to do this!!! Otherwise: skip it as mentioned.",https://classic.wowhead.com/quest=,,,
"Run to [G84.4, 76.5Elwynn Forest] for Ridgepoint Tower exploring experience.",Text,,,Elwynn Forest,"84.4, 76.5",,,,"Run to [G84.4, 76.5Elwynn Forest] for Ridgepoint Tower exploring experience.",https://classic.wowhead.com/quest=,,,
"Run to [G9.8, 75.6Redridge Mountains] and die to the spiders and rezz up in Redridge.",Text,,,Redridge Mountains,,,,,"Run to [G9.8, 75.6Redridge Mountains] and die to the spiders and rezz up in Redridge.",https://classic.wowhead.com/quest=,,,
Turn on your Aura.[A Paladin],Text,,,,,,,Paladin,Turn on your Aura.,https://classic.wowhead.com/quest=,,,
"Run to [G25.1,57.0Redridge Mountains] for Lake Everstill exploring experience.",Text,,,Redridge Mountains,"25.1,57.0",,,,"Run to [G25.1,57.0Redridge Mountains] for Lake Everstill exploring experience.",https://classic.wowhead.com/quest=,,,
"Get the [P] flightpath at: [G30.6, 59.4Redridge Mountains]",Flightpath,,,Redridge Mountains,"30.6, 59.4",,,,,https://classic.wowhead.com/quest=,,,
Use your [H] Hearthstone.,UseHearthstone,,,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=,,,
"[T] Get your Level 8 skills at your trainer.[A Mage,Warlock,Priest,Rogue]",Learn,,,,,,8,"Mage,Warlock,Priest,Rogue","[A Mage,Warlock,Priest,Rogue] [T] Get your Level 8 skills at your trainer.",https://classic.wowhead.com/quest=,,,
TurnIn: [QT112],TurnIn,112,Collecting Kelp,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=112,,,
Accept: [QA114],Accept,114,The Escape,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=114,,,
TurnIn: [QT76],TurnIn,76,The Jasperlode Mine,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=76,,,
TurnIn: [QT39],TurnIn,39,Deliver Thomas' Report,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=39,,,
The next quest "Elmore's Task" is shown in Redridge Mountains. Just enter the Blacksmith in Goldshire. It's there instead.,Text,,,,,,,,The next quest "Elmore's Task" is shown in Redridge Mountains. Just enter the Blacksmith in Goldshire. It's there instead.,https://classic.wowhead.com/quest=,,,
Accept: [QA1097],Accept,1097,Elmore's Task,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=1097,,,
"[T] Get your Level 8 skills at your trainer.[A Paladin,Warrior]",Learn,,,,,,8,"Paladin,Warrior","[A Paladin,Warrior] [T] Get your Level 8 skills at your trainer.",https://classic.wowhead.com/quest=,,,
TurnIn: [QT114],TurnIn,114,The Escape,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=114,,,
TurnIn: [QT88],TurnIn,88,Princess Must Die!,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=88,,,
TurnIn: [QT87],TurnIn,87,Goldtooth,Elwynn Forest,,,,,,https://classic.wowhead.com/quest=87,,,
TurnIn: [QT61],TurnIn,61,Shipment to Stormwind,Stormwind City,,,,,,https://classic.wowhead.com/quest=61,,,
TurnIn: [QT1097],TurnIn,1097,Elmore's Task,Stormwind City,,,,,,https://classic.wowhead.com/quest=1097,,,
Accept: [QA353],Accept,353,Stormpike's Delivery,Stormwind City,,,,,,https://classic.wowhead.com/quest=353,,,
Take the Tram to Ironforge,Text,,,Stormwind City,,,,,Take the Tram to Ironforge,https://classic.wowhead.com/quest=,,,
"Get the [P] flightpath at: [G55.5,47.8Ironforge]",Flightpath,,,Ironforge,"55.5,47.8",,,,,,,,
"Set your [S] to Ironforge at [G18.2, 51.4Ironforge]",Hearthstone,,,Ironforge,"18.2, 51.4",,,,,,,,
Thanks for using my guide. If it helped you and you "want to give back a little": There is a Paypal-Link on curseforge. Thanks <3,,,,,,,,,,,,,
