Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
Do: [QC3367],Do,3367,Suntara Stones,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3367
TurnIn: [QT3367],TurnIn,3367,Suntara Stones,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3367
Accept: [QA3368],Accept,3368,Suntara Stones,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3368
"Do: [QC4450,2]",Do,"4450,2",Ledger from Tanaris,Searing Gorge,,,,,,"https://classic.wowhead.com/quest=4450,2"
Accept: [QA3441],Accept,3441,Divine Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3441
TurnIn: [QT3441],TurnIn,3441,Divine Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3441
Accept: [QA3442],Accept,3442,The Flawless Flame,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3442
Accept: [QA7701][O],AcceptOptional,7701,WANTED: Overseer Maltorius,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7701
Accept: [QA7728],Accept,7728,STOLEN: Smithing Tuyere and Lookout's Spyglass,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7728
Accept: [QA7729],Accept,7729,JOB OPPORTUNITY: Culling the Competition,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7729
Accept: [QA7723],Accept,7723,Curse These Fat Fingers,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7723
Accept: [QA7724],Accept,7724,Fiery Menace!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7724
Accept: [QA7727],Accept,7727,Incendosaurs? Whateverosaur is More Like It,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7727
Accept: [QA7722],Accept,7722,What the Flux?,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7722
"This Part is different for groups/solo: Send one person(in solo thats you of course) using his Hearthstone and follow the next steps, the rest of the group starts collecting the Golem Oil and heart of Flame, once someone is done with it (Loot: Free for all helps!) he does the same steps as following",Text,,,Searing Gorge,,,,,"This Part is different for groups/solo: Send one person(in solo thats you of course) using his Hearthstone and follow the next steps, the rest of the group starts collecting the Golem Oil and heart of Flame, once someone is done with it (Loot: Free for all helps!) he does the same steps as following",https://classic.wowhead.com/quest=
Use your [H] Hearthstone.,UseHearthstone,,,Searing Gorge,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT3181],TurnIn,3181,The Horn of the Beast,Loch Modan,,,,,,https://classic.wowhead.com/quest=3181
Accept: [QA3182],Accept,3182,Proof of Deed,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3182
TurnIn: [QT3182],TurnIn,3182,Proof of Deed,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3182
TurnIn: [QT3368],TurnIn,3368,Suntara Stones,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3368
Accept: [QA3201],Accept,3201,At Last!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3201
Accept: [QA3371],Accept,3371,Dwarven Justice,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3371
Fly to [F Loch Modan],Fly,,,Loch Modan,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT3201],TurnIn,3201,At Last!,Loch Modan,,,,,,https://classic.wowhead.com/quest=3201
Do: [QC3442],Do,3442,The Flawless Flame,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3442
TurnIn: [QT3442],TurnIn,3442,The Flawless Flame,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3442
Accept: [QA3443],Accept,3443,Forging the Shaft,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3443
Do: [QC7728],Do,7728,STOLEN: Smithing Tuyere and Lookout's Spyglass,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7728
Do: [QC7729],Do,7729,JOB OPPORTUNITY: Culling the Competition,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7729
Do: [QC7723],Do,7723,Curse These Fat Fingers,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7723
Do: [QC7724],Do,7724,Fiery Menace!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7724
Do: [QC7727],Do,7727,Incendosaurs? Whateverosaur is More Like It,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7727
Grind on the dinosaurs till [XP48],Text,,,Searing Gorge,,,,,Grind on the dinosaurs till [XP48],https://classic.wowhead.com/quest=
(Whenever you can)Do: [QC7701][O],DoOptional,7701,WANTED: Overseer Maltorius,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7701
Do: [QC7722],Do,7722,What the Flux?,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7722
Do: [QC3443],Do,3443,Forging the Shaft,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3443
TurnIn: [QT3371],TurnIn,3371,Dwarven Justice,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3371
Accept: [QA3372][O],AcceptOptional,3372,Release Them,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3372
TurnIn: [QT3443],TurnIn,3443,Forging the Shaft,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3443
Accept: [QA3452],Accept,3452,The Flame's Casing,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3452
(Whenever you can)Do: [QC3372][O],DoOptional,3372,Release Them,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3372
(Whenever you can)Do: [QC3452][O],DoOptional,3452,The Flame's Casing,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3452
Accept: [QA3377][O],AcceptOptional,3377,Prayer to Elune,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3377
(Whenever you can)Do: [QC3377][O],DoOptional,3377,Prayer to Elune,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3377
TurnIn: [QT3377][O],TurnInOptional,3377,Prayer to Elune,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3377
Accept: [QA3378][O],AcceptOptional,3378,Prayer to Elune,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3378
TurnIn: [QT7701][O],TurnInOptional,7701,WANTED: Overseer Maltorius,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7701
TurnIn: [QT7723],TurnIn,7723,Curse These Fat Fingers,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7723
TurnIn: [QT7724],TurnIn,7724,Fiery Menace!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7724
TurnIn: [QT7727],TurnIn,7727,Incendosaurs? Whateverosaur is More Like It,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7727
TurnIn: [QT7728],TurnIn,7728,STOLEN: Smithing Tuyere and Lookout's Spyglass,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7728
TurnIn: [QT7729],TurnIn,7729,JOB OPPORTUNITY: Culling the Competition,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7729
TurnIn: [QT7722],TurnIn,7722,What the Flux?,Searing Gorge,,,,,,https://classic.wowhead.com/quest=7722
TurnIn: [QT3452][O],TurnInOptional,3452,The Flame's Casing,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3452
Accept: [QA3453],Accept,3453,The Torch of Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3453
TurnIn: [QT3453],TurnIn,3453,The Torch of Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3453
Accept: [QA3454],Accept,3454,The Torch of Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3454
Do: [QC3454],Do,3454,The Torch of Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3454
TurnIn: [QT3454],TurnIn,3454,The Torch of Retribution,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3454
Accept: [QA3462],Accept,3462,Squire Maltrake,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3462
TurnIn: [QT3462],TurnIn,3462,Squire Maltrake,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3462
Accept: [QA3463],Accept,3463,Set Them Ablaze!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3463
Do: [QC3463],Do,3463,Set Them Ablaze!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3463
Do: [QC3463],Do,3463,TDO:Figure out order or Towers,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3463
Do: [QC3463],Do,3463,TDO:Figure out order or Towers,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3463
Do: [QC3463],Do,3463,TDO:Figure out order or Towers,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3463
TurnIn: [QT3372],TurnIn,3372,Release Them,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3372
Accept: [QA3566],Accept,3566,"Rise, Obsidion!",Searing Gorge,,,,,,https://classic.wowhead.com/quest=3566
Do: [QC3566],Do,3566,"Rise, Obsidion!",Searing Gorge,,,,,,https://classic.wowhead.com/quest=3566
TurnIn: [QT3463],TurnIn,3463,Set Them Ablaze!,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3463
Accept: [QA3481],Accept,3481,Trinkets...,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3481
TurnIn: [QT3481],TurnIn,3481,Trinkets...,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3481
"If youre not doing brd, fly to Ironforge and skip to Set hearthstone to Ironforge.",Text,,,Searing Gorge,,,,,"If youre not doing brd, fly to Ironforge and skip to Set hearthstone to Ironforge.",https://classic.wowhead.com/quest=
Inventory time (sell it all) Were going into BRD soon,Text,,,Searing Gorge,,,,,Inventory time (sell it all) Were going into BRD soon,https://classic.wowhead.com/quest=
"Run to [G48.5,63.8Searing Gorge]",Run,,,Searing Gorge,"48.5,63.8",,,,,https://classic.wowhead.com/quest=
"Die in the lava, no seriously, DIE! There is a quest that you can only obtain whilst dead!",Text,,,Searing Gorge,,,,,"Die in the lava, no seriously, DIE! There is a quest that you can only obtain whilst dead!",https://classic.wowhead.com/quest=
Run back to the Blackrock go into the middle part of it.,Text,,,Searing Gorge,,,,,Run back to the Blackrock go into the middle part of it.,https://classic.wowhead.com/quest=
Accept: [QA3801],Accept,3801,Dark Iron Legacy,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3801
TurnIn: [QT3801],TurnIn,3801,Dark Iron Legacy,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3801
Accept: [QA3802],Accept,3802,Dark Iron Legacy,Searing Gorge,,,,,,https://classic.wowhead.com/quest=3802
Get your corpse back,Text,,,Searing Gorge,,,,,Get your corpse back,https://classic.wowhead.com/quest=
Grind in Black Rock Depths till level [XP52 52],Grind,,,Black Rock Depths,,,52,,,https://classic.wowhead.com/quest=
Do: [QC3802],Do,3802,Dark Iron Legacy,Black Rock Depths,,,,,,https://classic.wowhead.com/quest=3802
TurnIn: [QT3802],TurnIn,3802,Dark Iron Legacy,Black Rock Depths,,,,,,https://classic.wowhead.com/quest=3802
Fly to [F Ironforge],Fly,,,Ironforge,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT3566],TurnIn,3566,"Rise, Obsidion!",Ironforge,,,,,,https://classic.wowhead.com/quest=3566
Accept: [QA2963],Accept,2963,Portents of Uldum,Ironforge,,,,,,https://classic.wowhead.com/quest=2963
TurnIn: [QT2963],TurnIn,2963,Portents of Uldum,Ironforge,,,,,,https://classic.wowhead.com/quest=2963
Accept: [QA2946],Accept,2946,Seeing What Happens,Ironforge,,,,,,https://classic.wowhead.com/quest=2946
Buy a Mithril Casing if available,Text,,,Ironforge,,,,,Buy a Mithril Casing if available,https://classic.wowhead.com/quest=
"Set your [H] to Ironforge at [G18.6,51.6Ironforge]",Hearthstone,,,Ironforge,"18.6,51.6",,,,,https://classic.wowhead.com/quest=
Fly to [F Blasted Lands],Fly,,,Blasted Lands,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT2990],TurnIn,2990,Thadius Grimshade,Blasted Lands,,,,,,https://classic.wowhead.com/quest=2990
LVL 50 YET? Accept Ragnar Thunderbrew,Text,,,Blasted Lands,,,,,LVL 50 YET? Accept Ragnar Thunderbrew,https://classic.wowhead.com/quest=
Start Cortellos riddle from the Scroll you got in STV,Text,,,Blasted Lands,,,,,Start Cortellos riddle from the Scroll you got in STV,https://classic.wowhead.com/quest=
Accept: [QA624],Accept,624,Cortello's Riddle,Blasted Lands,,,,,,https://classic.wowhead.com/quest=624
TurnIn: [QT624],TurnIn,624,Cortello's Riddle,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=624
Accept: [QA625],Accept,625,Cortello's Riddle,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=625
"Do: [QC4450,4]",Do,"4450,4",Ledger from Tanaris,Swamp of Sorrows,,,,,,"https://classic.wowhead.com/quest=4450,4"
Fly to [F Stranglethorn Vale],Fly,,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT1118],TurnIn,1118,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=1118
Accept: [QA1119],Accept,1119,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=1119
TurnIn: [QT580],TurnIn,580,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=580
TurnIn: [QT2974],TurnIn,2974,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=2974
Accept: [QA348][O],AcceptOptional,348,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=348
TurnIn: [QT648],TurnIn,648,Rescue OOX-17/TN!,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=648
TurnIn: [QT836],TurnIn,836,Rescue OOX-09/HL!,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=836
TurnIn: [QT2767],TurnIn,2767,Rescue OOX-22/FE!,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=2767
TurnIn: [QT3721],TurnIn,3721,An OOX of Your Own,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=3721
Accept: [QA614][O],AcceptOptional,614,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=614
"If you got [Carefully Folded Note] earlier, start it now,if not get it now and start it",Text,,,Stranglethorn Vale,,,,,"If you got [Carefully Folded Note] earlier, start it now,if not get it now and start it",https://classic.wowhead.com/quest=
Accept: [QA594],Accept,594,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=594
TurnIn: [QT594],TurnIn,594,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=594
Accept: [QA630][O],AcceptOptional,630,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=630
(Whenever you can)Do: [QC630][O],DoOptional,630,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=630
TurnIn: [QT630][O],TurnInOptional,630,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=630
Farm on the cats untill [XP49],Text,,,Stranglethorn Vale,,,,,Farm on the cats untill [XP49],https://classic.wowhead.com/quest=
(Whenever you can)Do: [QC614][O],DoOptional,614,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=614
(Whenever you can)Do: [QC348][O],DoOptional,348,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=348
TurnIn: [QT614][O],TurnInOptional,614,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=614
TurnIn: [QT348][O],TurnInOptional,348,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=348
Take the boat to Ratchet,Text,,,Stranglethorn Vale,,,,,Take the boat to Ratchet,https://classic.wowhead.com/quest=
Do: [QC3444],Do,3444,The Stone Circle,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=3444
Accept: [QA4502],Accept,4502,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=4502
Fly to [F Dustwallow Marsh],Fly,,,Dustwallow Marsh,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT625],TurnIn,625,Cortello's Riddle,Dustwallow Marsh,,,,,,https://classic.wowhead.com/quest=625
Accept: [QA626],Accept,626,Cortello's Riddle,Dustwallow Marsh,,,,,,https://classic.wowhead.com/quest=626
"Do: [QC4450,3]",Do,"4450,3",Ledger from Tanaris,Dustwallow Marsh,,,,,,"https://classic.wowhead.com/quest=4450,3"
Fly to [F Tanaris],Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4450],TurnIn,4450,Ledger from Tanaris,Tanaris,,,,,,https://classic.wowhead.com/quest=4450
TurnIn: [QT2641],TurnIn,2641,Sprinkle's Secret Ingredient,Tanaris,,,,,,https://classic.wowhead.com/quest=2641
Accept: [QA2661],Accept,2661,Delivery for Marin,Tanaris,,,,,,https://classic.wowhead.com/quest=2661
TurnIn: [QT2661],TurnIn,2661,Delivery for Marin,Tanaris,,,,,,https://classic.wowhead.com/quest=2661
Accept: [QA2662],Accept,2662,Noggenfogger Elixir,Tanaris,,,,,,https://classic.wowhead.com/quest=2662
TurnIn: [QT2662],TurnIn,2662,Noggenfogger Elixir,Tanaris,,,,,,https://classic.wowhead.com/quest=2662
TurnIn: [QT1189],TurnIn,1189,Safety First,Shimmering Flats,,,,,,https://classic.wowhead.com/quest=1189
TurnIn: [QT1119],TurnIn,1119,Zanzil's Mixture and a Fool's Stout,Shimmering Flats,,,,,,https://classic.wowhead.com/quest=1119
Accept: [QA1120],Accept,1120,Get the Gnomes Drunk,Shimmering Flats,,,,,,https://classic.wowhead.com/quest=1120
TurnIn: [QT1120],TurnIn,1120,Get the Gnomes Drunk,Shimmering Flats,,,,,,https://classic.wowhead.com/quest=1120
TurnIn: [QT3444],TurnIn,3444,The Stone Circle,Tanaris,,,,,,https://classic.wowhead.com/quest=3444
TurnIn: [QT2946][O],TurnInOptional,2946,Seeing What Happens,Tanaris,,,,,,https://classic.wowhead.com/quest=2946
Accept: [QA2954],Accept,2954,The Stone Watcher,Tanaris,,,,,"Accept The follow quest(this is bugged,so i have to write it this way,sorry)",https://classic.wowhead.com/quest=2954
TurnIn: [QT2954],TurnIn,2954,The Stone Watcher,Tanaris,,,,,"TurnIn The follow quest(this is bugged,so i have to write it this way,sorry)",https://classic.wowhead.com/quest=2954
Accept: [QA2977][O],AcceptOptional,2977,Return to Ironforge,Tanaris,,,,,,https://classic.wowhead.com/quest=2977
"Run to [G27.1,56.9Tanaris]",Run,,,Tanaris,"27.1,56.9",,,,,https://classic.wowhead.com/quest=
