Name,Action,ID,QuestName,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
"Do: [QC335,2]",Do,"335,2",A Noble Brew,Wetlands,,,,,,"https://classic.wowhead.com/quest=335,2",,,
TurnIn: [QT378][O],TurninOptional,378,The Fury Runs Deep,Wetlands,,,,,,https://classic.wowhead.com/quest=378,,,
TurnIn: [QT472],TurnIn,472,Fall of Dun Modr,Wetlands,,,,,,https://classic.wowhead.com/quest=472,,,
"If you're in a group, accept the follow up ELITE quests "A Grim Task and The Dark Iron War" otherwise skip it.",Text,,,,,,,,"If you're in a group, accept the follow up ELITE quests "A Grim Task and The Dark Iron War" otherwise skip it.",https://classic.wowhead.com/quest=,,,
Accept: [QA304][O],AcceptOptional,304,A Grim Task,Wetlands,,,,,,https://classic.wowhead.com/quest=304,,,
Accept: [QA303][O],AcceptOptional,303,The Dark Iron War,Wetlands,,,,,,https://classic.wowhead.com/quest=303,,,
"The next quest requires you to interact with a corpse downstairs. There are 1-3 elites that you might pull. Its easy: use your pet/frost nova/fear to get rid of the adds, interact with the corpse und run up the same way you came down. DO NOT attack the mobs and just run away.",Text,,,Wetlands,,,,,"The next quest requires you to interact with a corpse downstairs. There are 1-3 elites that you might pull. Its easy: use your pet/frost nova/fear to get rid of the adds, interact with the corpse und run up the same way you came down. DO NOT attack the mobs and just run away.",https://classic.wowhead.com/quest=,,,
Accept: [QA631],Accept,631,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=631,,,
TurnIn: [QT631],TurnIn,631,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=631,,,
Accept: [QA632],Accept,632,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=632,,,
TurnIn: [QT632],TurnIn,632,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=632,,,
Accept: [QA633],Accept,633,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=633,,,
"Jump off the Bridge to go to [G44.3,92.9Arathi Highlands] and collect the Letter next to the dwarf",Text,,,Wetlands,,,,,"Jump off the Bridge to go to [G44.3,92.9Arathi Highlands] and collect the Letter next to the dwarf",https://classic.wowhead.com/quest=,,,
Accept: [QA637],Accept,637,Sully Balloo's Letter,Wetlands,,,,,,https://classic.wowhead.com/quest=637,,,
Do: [QC633],Do,633,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=633,,,
TurnIn: [QT633],TurnIn,633,The Thandol Span,Wetlands,,,,,,https://classic.wowhead.com/quest=633,,,
Accept: [QA634],Accept,634,Plea To The Alliance,Wetlands,,,,,,https://classic.wowhead.com/quest=634,,,
Do(this is an optional quest!): [QC304],DoOptional,304,A Grim Task,Wetlands,,,,,,https://classic.wowhead.com/quest=304,,,
Do(this is an optional quest!): [QC303],DoOptional,303,The Dark Iron War,Wetlands,,,,,,https://classic.wowhead.com/quest=303,,,
TurnIn: [QT304][O],TurnInOptional,304,A Grim Task,Wetlands,,,,,,https://classic.wowhead.com/quest=304,,,
TurnIn: [QT303][O],TurnInOptional,303,The Dark Iron War,Wetlands,,,,,,https://classic.wowhead.com/quest=303,,,
Accept: [QA378][O],AcceptOptional,378,,Wetlands,,,,,,https://classic.wowhead.com/quest=378,,,
TurnIn: [QT634],TurnIn,634,,Arathi Highlands,,,,,,https://classic.wowhead.com/quest=634,,,
"Get the [P] flightpath at: [G45.7, 46.1Arathi Highlands]",Flightpath,,,Arathi Highlands,"45.7, 46.1",,,,,https://classic.wowhead.com/quest=,,,
Thanks for using my guide. If it helped you and you "want to give back a little": There is a Paypal-Link on curseforge. Thanks <3,,,,,,,,,,https://classic.wowhead.com/quest=,,,
