,Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
"[20] = { str = "DoQuest: #DOQUESTThe Lost Caravan# " },",Do: [QC1421],Do,1421,The Lost Caravan,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1421
"[21] = { str = "Accept: #ACCEPTGalen's Escape#" },",Accept: [QA1393],Accept,1393,Galen's Escape,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1393
"[22] = { str = "DoQuest: #DOQUESTGalen's Escape# " },",Do: [QC1393],Do,1393,Galen's Escape,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1393
"[23] = { str = "TurnIn: #TURNINGalen's Escape# " },",TurnIn: [QT1393],TurnIn,1393,Galen's Escape,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1393
"[24] = { str = "TurnIn: #TURNINDraenethyst Crystals# " },",TurnIn: [QT1389],TurnIn,1389,Draenethyst Crystals,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1389
"[25] = { str = "TurnIn: #TURNINThe Lost Caravan# " },",TurnIn: [QT1421],TurnIn,1421,The Lost Caravan,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1421
"[26] = { str = "Accept: #ACCEPTDriftwood#" },",Accept: [QA1398],Accept,1398,Driftwood,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1398
"[27] = { str = "Run to [G56.2,76.6Swamp of Sorrows]" },","Run to [G56.2,76.6Swamp of Sorrows]",Run,,,Swamp of Sorrows,"56.2,76.6",,,,,https://classic.wowhead.com/quest=
"[28] = { str = "DoQuest: #DOQUESTDriftwood# " },",Do: [QC1398],Do,1398,Driftwood,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1398
"[29] = { str = "After done with the wood, farm 3-4 bars on the murlocs" },","After done with the wood, farm 3-4 bars on the murlocs",Text,,,Swamp of Sorrows,,,,,"After done with the wood, farm 3-4 bars on the murlocs",https://classic.wowhead.com/quest=
"[30] = { str = "TurnIn: #TURNINDriftwood# " },",TurnIn: [QT1398],TurnIn,1398,Driftwood,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1398
"[31] = { str = "Accept: #ACCEPTDeliver the Shipment#" },",Accept: [QA1425],Accept,1425,Deliver the Shipment,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1425
"[32] = { str = "TurnIn: #TURNINDeliver the Shipment# " },",TurnIn: [QT1425],TurnIn,1425,Deliver the Shipment,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1425
"[33] = { str = "Fly to Stranglethorn Vale" },",Fly to [F Stranglethorn Vale],Fly,,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=
"[34] = { str = "Set your [H] to Stranglethorn Vale at [G27,77.2Stranglethorn Vale]" },","Set your [H] to Stranglethorn Vale at [G27,77.2Stranglethorn Vale]",Hearthstone,,,Stranglethorn Vale,"27,77.2",,,,,https://classic.wowhead.com/quest=
"[35] = { str = "TurnIn: #TURNINDream Dust in the Swamp# " },",TurnIn: [QT1116],TurnIn,1116,Dream Dust in the Swamp,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=1116
"[36] = { str = "Accept: #ACCEPTRumors for Kravel#" },",Accept: [QA1117],Accept,1117,Rumors for Kravel,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=1117
"[37] = { str = "Take the Boat to Ratchet" },",Take the Boat to Ratchet,Text,,,Stranglethorn Vale,,,,,Take the Boat to Ratchet,https://classic.wowhead.com/quest=
"[38] = { str = "Fly to Desolace" },",Fly to [F Desolace],Fly,,,Desolace,,,,,,https://classic.wowhead.com/quest=
"[39] = { str = "Accept: #ACCEPTDown the Scarlet Path#" },",Accept: [QA261],Accept,261,Down the Scarlet Path,Desolace,,,,,,https://classic.wowhead.com/quest=261
"[40] = { str = "Accept: #ACCEPTGhost-o-plasm Round Up#" },",Accept: [QA6134],Accept,6134,Ghost-o-plasm Round Up,Desolace,,,,,,https://classic.wowhead.com/quest=6134
"[41] = { str = "TurnIn: #TURNINOngeku# " },",TurnIn: [QT1373],TurnIn,1373,Ongeku,Desolace,,,,,,https://classic.wowhead.com/quest=1373
"[42] = { str = "Accept: #ACCEPTKhan Jehn#" },",Accept: [QA1374],Accept,1374,Khan Jehn,Desolace,,,,,,https://classic.wowhead.com/quest=1374
"[43] = { str = "DoQuest: #DOQUESTDown the Scarlet Path# " },",Do: [QC261],Do,261,Down the Scarlet Path,Desolace,,,,,,https://classic.wowhead.com/quest=261
"[44] = { str = "DoQuest: #DOQUESTGhost-o-plasm Round Up# " },",Do: [QC6134],Do,6134,Ghost-o-plasm Round Up,Desolace,,,,,,https://classic.wowhead.com/quest=6134
"[45] = { str = "Grind on the skeletons untill youre [XP42]" },",Grind on the skeletons untill youre [XP42],Text,,,Desolace,,,,,Grind on the skeletons untill youre [XP42],https://classic.wowhead.com/quest=
"[46] = { str = "DoQuest: #DOQUESTKhan Jehn# " },",Do: [QC1374],Do,1374,Khan Jehn,Desolace,,,,,,https://classic.wowhead.com/quest=1374
"[47] = { str = "TurnIn: #TURNINKhan Jehn# " },",TurnIn: [QT1374],TurnIn,1374,Khan Jehn,Desolace,,,,,,https://classic.wowhead.com/quest=1374
"[48] = { str = "Accept: #ACCEPTKhan Hratha#" },",Accept: [QA1380],Accept,1380,Khan Hratha,Desolace,,,,,,https://classic.wowhead.com/quest=1380
"[49] = { str = "DoQuest: #DOQUESTKhan Hratha# " },",Do: [QC1380],Do,1380,Khan Hratha,Desolace,,,,,,https://classic.wowhead.com/quest=1380
"[50] = { str = "TurnIn: #TURNINKhan Hratha# " },",TurnIn: [QT1380],TurnIn,1380,Khan Hratha,Desolace,,,,,,https://classic.wowhead.com/quest=1380
"[51] = { str = "TurnIn: #TURNINGhost-o-plasm Round Up# " },",TurnIn: [QT6134],TurnIn,6134,Ghost-o-plasm Round Up,Desolace,,,,,,https://classic.wowhead.com/quest=6134
"[52] = { str = "TurnIn: #TURNINDown the Scarlet Path# " },",TurnIn: [QT261],TurnIn,261,Down the Scarlet Path,Desolace,,,,,,https://classic.wowhead.com/quest=261
"[53] = { str = "Use your [H] Hearthstone." },",Use your [H] Hearthstone.,UseHearthstone,,,Desolace,,,,,,https://classic.wowhead.com/quest=
