Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
Accept: [QA2942],Accept,2942,The Morrow Stone,Feralas,,,,,,https://classic.wowhead.com/quest=2942
TurnIn: [QT3909],TurnIn,3909,The Videre Elixir,Feralas,,,,,,https://classic.wowhead.com/quest=3909
Do: [QC7733],Do,7733,Improved Quality,Feralas,,,,,,https://classic.wowhead.com/quest=7733
TurnIn: [QT7733],TurnIn,7733,Improved Quality,Feralas,,,,,,https://classic.wowhead.com/quest=7733
"If you found [Pristine Yeti Hide] on the yeti quest, Accept it now.",Text,,,Feralas,,,,,"If you found [Pristine Yeti Hide] on the yeti quest, Accept it now.",https://classic.wowhead.com/quest=
TurnIn: [QT7735],TurnIn,7735,Pristine Yeti Hide,Feralas,,,,,,https://classic.wowhead.com/quest=7735
TurnIn: [QT2942],TurnIn,2942,The Morrow Stone,Feralas,,,,,,https://classic.wowhead.com/quest=2942
Use your [H] Hearthstone.,UseHearthstone,,,Feralas,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4101],TurnIn,4101,Cleansing Felwood,Felwood,,,,,,https://classic.wowhead.com/quest=4101
TurnIn: [QT5157],TurnIn,5157,Collection of the Corrupt Water,Felwood,,,,,,https://classic.wowhead.com/quest=5157
Accept: [QA5158],Accept,5158,Seeking Spiritual Aid,Felwood,,,,,,https://classic.wowhead.com/quest=5158
TurnIn: [QT939],TurnIn,939,Flute of Xavaric,Felwood,,,,,,https://classic.wowhead.com/quest=939
Accept: [QA4441],Accept,4441,Felbound Ancients,Felwood,,,,,,https://classic.wowhead.com/quest=4441
TurnIn: [QT4906],TurnIn,4906,Further Corruption,Felwood,,,,,,https://classic.wowhead.com/quest=4906
TurnIn: [QT5156],TurnIn,5156,Verifying the Corruption,Felwood,,,,,,https://classic.wowhead.com/quest=5156
TurnIn: [QT3909],TurnIn,3909,The Videre Elixir,Winterspring,,,,,,https://classic.wowhead.com/quest=3909
Accept: [QA3912],Accept,3912,Meet at the Grave,Winterspring,,,,,,https://classic.wowhead.com/quest=3912
TurnIn: [QT6603],TurnIn,6603,Trouble in Winterspring!,Winterspring,,,,,,https://classic.wowhead.com/quest=6603
Accept: [QA5082],Accept,5082,Threat of the Winterfall,Winterspring,,,,,,https://classic.wowhead.com/quest=5082
Farm on the furbolgs to the north till [XP53],Text,,,Winterspring,,,,,Farm on the furbolgs to the north till [XP53],https://classic.wowhead.com/quest=
Accept: [QA6030],Accept,6030,Duke Nicholas Zverenhoff,Winterspring,,,,,,https://classic.wowhead.com/quest=6030
Accept: [QA6028],Accept,6028,The Everlook Report,Winterspring,,,,,,https://classic.wowhead.com/quest=6028
Fly to [F Ratchet],Fly,,,Ratchet,,,,,,https://classic.wowhead.com/quest=
Accept: [QA4502],Accept,4502,Volcanic Activity,Ratchet,,,,,,https://classic.wowhead.com/quest=4502
TurnIn: [QT5158],TurnIn,5158,Seeking Spiritual Aid,Ratchet,,,,,,https://classic.wowhead.com/quest=5158
Accept: [QA5159],Accept,5159,Cleansed Water Returns to Felwood,Ratchet,,,,,,https://classic.wowhead.com/quest=5159
Fly to [F Tanaris],Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4493],TurnIn,4493,March of the Silithid,Tanaris,,,,,,https://classic.wowhead.com/quest=4493
"At [G 53.9,29.1Tanaris] use your Videre Elixir and STAY DEAD!!!",Text,,,Tanaris,,,,,"At [G 53.9,29.1Tanaris] use your Videre Elixir and STAY DEAD!!!",https://classic.wowhead.com/quest=
TurnIn: [QT3912],TurnIn,3912,Meet at the Grave,Tanaris,,,,,,https://classic.wowhead.com/quest=3912
Accept: [QA3913],Accept,3913,A Grave Situation,Tanaris,,,,,,https://classic.wowhead.com/quest=3913
resurrect,Text,3913,A Grave Situation,Tanaris,,,,,resurrect,https://classic.wowhead.com/quest=3913
TurnIn: [QT3913],TurnIn,3913,A Grave Situation,Tanaris,,,,,,https://classic.wowhead.com/quest=3913
Accept: [QA3914],Accept,3914,Linken's Sword,Tanaris,,,,,,https://classic.wowhead.com/quest=3914
Accept: [QA4504],Accept,4504,Super Sticky,Tanaris,,,,,,https://classic.wowhead.com/quest=4504
Accept: [QA4496],Accept,4496,Bungle in the Jungle,Tanaris,,,,,,https://classic.wowhead.com/quest=4496
Fly to [F Un'Goro],Fly,,,Un'Goro,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT3914],TurnIn,3914,Linken's Sword,Un'Goro,,,,,,https://classic.wowhead.com/quest=3914
Accept: [QA3941],Accept,3941,A Gnome's Assistance,Un'Goro,,,,,,https://classic.wowhead.com/quest=3941
TurnIn: [QT3941],TurnIn,3941,A Gnome's Assistance,Un'Goro,,,,,,https://classic.wowhead.com/quest=3941
Accept: [QA3942],Accept,3942,Linken's Memory,Un'Goro,,,,,,https://classic.wowhead.com/quest=3942
Accept: [QA4492],Accept,4492,Lost!,Un'Goro,,,,,,https://classic.wowhead.com/quest=4492
Accept: [QA4243],Accept,4243,Chasing A-Me 01,Un'Goro,,,,,,https://classic.wowhead.com/quest=4243
Do: [QC4504],Do,4504,Super Sticky,Un'Goro Crater,,,,,,https://classic.wowhead.com/quest=4504
Accept: [QA974],Accept,974,Finding the Source,Un'Goro Crater,,,,,,https://classic.wowhead.com/quest=974
Do: [QC4502],Do,4502,Volcanic Activity,Un'Goro Crater,,,,,,https://classic.wowhead.com/quest=4502
Do: [QC974],Do,974,Finding the Source,Un'Goro Crater,,,,,,https://classic.wowhead.com/quest=974
Do: [QC4496],Do,4496,Bungle in the Jungle,Un'Goro Crater,,,,,,https://classic.wowhead.com/quest=4496
Accept: [QA4301],Accept,4301,The Mighty U'cha,Un'Goro Crater,,,,,,https://classic.wowhead.com/quest=4301
TurnIn: [QT974],TurnIn,974,Finding the Source,Un'Goro,,,,,,https://classic.wowhead.com/quest=974
Accept: [QA980],Accept,980,The New Springs,Un'Goro,,,,,,https://classic.wowhead.com/quest=980
ESCORTQUEST INC! (make sure all people turn in before accepting),Text,,,Un'Goro,,,,,ESCORTQUEST INC! (make sure all people turn in before accepting),https://classic.wowhead.com/quest=
TurnIn: [QT4492],TurnIn,4492,Lost!,Un'Goro,,,,,,https://classic.wowhead.com/quest=4492
Accept: [QA4491],Accept,4491,A Little Help From My Friends,Un'Goro,,,,,,https://classic.wowhead.com/quest=4491
TurnIn: [QT4491],TurnIn,4491,A Little Help From My Friends,Un'Goro,,,,,,https://classic.wowhead.com/quest=4491
TurnIn: [QT4243],TurnIn,4243,Chasing A-Me 01,Un'Goro,,,,,,https://classic.wowhead.com/quest=4243
Accept: [QA4244],Accept,4244,Chasing A-Me 01,Un'Goro,,,,,,https://classic.wowhead.com/quest=4244
TurnIn: [QT4244],TurnIn,4244,Chasing A-Me 01,Un'Goro,,,,,,https://classic.wowhead.com/quest=4244
Do: [QC4301],Do,4301,The Mighty U'cha,Un'Goro,,,,,,https://classic.wowhead.com/quest=4301
Accept: [QA4245],Accept,4245,Chasing A-Me 01,Un'Goro,,,,,,https://classic.wowhead.com/quest=4245
TurnIn: [QT4245],TurnIn,4245,Chasing A-Me 01,Un'Goro,,,,,,https://classic.wowhead.com/quest=4245
TurnIn: [QT4301],TurnIn,4301,The Mighty U'cha,Un'Goro,,,,,,https://classic.wowhead.com/quest=4301
Fly to [F Tanaris],Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4504],TurnIn,4504,Super Sticky,Tanaris,,,,,,https://classic.wowhead.com/quest=4504
TurnIn: [QT4496],TurnIn,4496,Bungle in the Jungle,Tanaris,,,,,,https://classic.wowhead.com/quest=4496
Fly to [F Ratchet],Fly,,,Ratchet,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4502],TurnIn,4502,Volcanic Activity,Ratchet,,,,,,https://classic.wowhead.com/quest=4502
Use your [H] Hearthstone.,UseHearthstone,,,Ratchet,,,,,,https://classic.wowhead.com/quest=
Fly to [F Darkshore],Fly,,,Darkshore,,,,,,https://classic.wowhead.com/quest=
"Set your [H] to Darkshore at [G37,40Darkshore]",Hearthstone,,,Darkshore,"37,40",,,,,https://classic.wowhead.com/quest=
Fly to [F Ruth'Theran],Fly,,,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=
Accept: [QA978],Accept,978,Moontouched Wildkin,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=978
Do: [QC4441],Do,4441,Felbound Ancients,Darnassus,,,,,,https://classic.wowhead.com/quest=4441
Fly to [F Ashenvale],Fly,,,Ashenvale,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT5159],TurnIn,5159,Cleansed Water Returns to Felwood,Felwood,,,,,,https://classic.wowhead.com/quest=5159
TurnIn: [QT4441],TurnIn,4441,Felbound Ancients,Felwood,,,,,,https://classic.wowhead.com/quest=4441
TurnIn: [QT4906],TurnIn,4906,Further Corruption,Felwood,,,,,,https://classic.wowhead.com/quest=4906
TurnIn: [QT3942],TurnIn,3942,Linken's Memory,Felwood,,,,,,https://classic.wowhead.com/quest=3942
Accept: [QA4084],Accept,4084,Silver Heart,Felwood,,,,,,https://classic.wowhead.com/quest=4084
Accept: [QA4442],Accept,4442,Purified!,Felwood,,,,,,https://classic.wowhead.com/quest=4442
TurnIn: [QT4442],TurnIn,4442,Purified!,Felwood,,,,,,https://classic.wowhead.com/quest=4442
"Run to [G62.5,24.2Felwood]",Run,,,Felwood,"62.5,24.2",,,,,https://classic.wowhead.com/quest=
