Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
Take the boat to Auberdine.,Text,,,Wetlands,,,,,Take the boat to Auberdine.,https://classic.wowhead.com/quest=
Fly to [F Ruth'Theran],Fly,,,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT3661],TurnIn,3661,Favored of Elune?,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=3661
TurnIn: [QT2944],TurnIn,2944,The Super Snapper FX,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=2944
Accept: [QA2943],Accept,2943,Return to Troyas,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=2943
Accept: [QA5250],Accept,5250,Starfall,Ruth'Theran,,,,,,https://classic.wowhead.com/quest=5250
TurnIn: [QT162],TurnIn,162,Rise of the Silithid,Darnassus,,,,,,https://classic.wowhead.com/quest=162
Accept: [QA4493],Accept,4493,March of the Silithid,Darnassus,,,,,,https://classic.wowhead.com/quest=4493
TurnIn: [QT3378][O],TurnInOptional,3378,Prayer to Elune,Darnassus,,,,,,https://classic.wowhead.com/quest=3378
Fly to [F Ashenvale],Fly,,,Ashenvale,,,,,,https://classic.wowhead.com/quest=
"Set your [H] to Ashenvale at [G37,49.2Ashenvale]",Hearthstone,,,Ashenvale,"37,49.2",,,,,https://classic.wowhead.com/quest=
