Name,Action,ID,QuestName,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP!",Text,,,Darkshore,,,,,"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP!",https://classic.wowhead.com/quest=,,,
Accept: [QA945],Accept,945,Therylune's Escape,Darkshore,,,,,,https://classic.wowhead.com/quest=945,,,
Do: [QC945],Do,945,Therylune's Escape,Darkshore,,,,,,https://classic.wowhead.com/quest=945,,,
"There is a RARE quest drop - Book: The Powers Below - in the pit, I never got it regularly EVER(I only got it when the escort dryad wasnt there and I was grinding mobs till she spawns). Accept it if you got it.",Text,,,Darkshore,,,,,"There is a RARE quest drop - Book: The Powers Below - in the pit, I never got it regularly EVER(I only got it when the escort dryad wasnt there and I was grinding mobs till she spawns). Accept it if you got it.",https://classic.wowhead.com/quest=,,,
Accept: [QA968],Accept,968,The Powers Below,Darkshore,,,,,,https://classic.wowhead.com/quest=968,,,
"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP! 

This escort quest is REALLY hard but has 3 follow ups, so make sure to do this(ask in general chat etc).

Tip: Make Remtravel pull, or he will just continue walking, BUT he is NOT TANKY, take the aggro as soon as he is engaged! Even I fail this(if I am solo) sometimes and Remtravel dies.Just grind on the Golems until he respawns.",Text,,,Darkshore,,,,,"ESCORT QUEST COMING,TURN OFF AUTO TURNIN/ACCEPT IF YOURE IN A GROUP! 

This escort quest is REALLY hard but has 3 follow ups, so make sure to do this(ask in general chat etc).

Tip: Make Remtravel pull, or he will just continue walking, BUT he is NOT TANKY, take the aggro as soon as he is engaged! Even I fail this(if I am solo) sometimes and Remtravel dies.Just grind on the Golems until he respawns.",https://classic.wowhead.com/quest=,,,
TurnIn: [QT729],TurnIn,729,The Absent Minded Prospector,Darkshore,,,,,,https://classic.wowhead.com/quest=729,,,
Accept: [QA731],Accept,731,The Absent Minded Prospector,Darkshore,,,,,,https://classic.wowhead.com/quest=731,,,
Do: [QC731],Do,731,The Absent Minded Prospector,Darkshore,,,,,,https://classic.wowhead.com/quest=731,,,
TurnIn: [QT950],TurnIn,950,Return to Onu,Darkshore,,,,,,https://classic.wowhead.com/quest=950,,,
Accept: [QA951],Accept,951,Mathystra Relics,Darkshore,,,,,,https://classic.wowhead.com/quest=951,,,
"Careful, there will be multiple waves with 2-3Murlocs each, kill the last murloc per wave away from the fire,eat/drink up and pull the next wave OR get a group! If you cant manage to do it,just skip it.",Text,,,Darkshore,,,,,"Careful, there will be multiple waves with 2-3Murlocs each, kill the last murloc per wave away from the fire,eat/drink up and pull the next wave OR get a group! If you cant manage to do it,just skip it.",https://classic.wowhead.com/quest=,,,
"Run to [G36.4, 75.6Darkshore]",Run,,,Darkshore,"36.4, 75.6",,,,,https://classic.wowhead.com/quest=,,,
Do: [QC4740],Do,4740,WANTED: Murkdeep!,Darkshore,,,,,,https://classic.wowhead.com/quest=4740,,,
TurnIn: [QT4731],TurnIn,4731,Beached Sea Turtle,Darkshore,,,,,,https://classic.wowhead.com/quest=4731,,,
TurnIn: [QT4728],TurnIn,4728,Beached Sea Creature,Darkshore,,,,,,https://classic.wowhead.com/quest=4728,,,
TurnIn: [QT4730],TurnIn,4730,Beached Sea Creature,Darkshore,,,,,,https://classic.wowhead.com/quest=4730,,,
TurnIn: [QT4733],TurnIn,4733,Beached Sea Creature,Darkshore,,,,,,https://classic.wowhead.com/quest=4733,,,
TurnIn: [QT4732],TurnIn,4732,Beached Sea Turtle,Darkshore,,,,,,https://classic.wowhead.com/quest=4732,,,
TurnIn: [QT1138],TurnIn,1138,Fruit of the Sea,Darkshore,,,,,,https://classic.wowhead.com/quest=1138,,,
TurnIn: [QT4740],TurnIn,4740,WANTED: Murkdeep!,Darkshore,,,,,,https://classic.wowhead.com/quest=4740,,,
#N/A,,,,,,,,,,https://classic.wowhead.com/quest=,,,
#N/A,,,,,,,,,,https://classic.wowhead.com/quest=,,,
Accept: [QA4763],Accept,4763,The Blackwood Corrupted,Darkshore,,,,,,https://classic.wowhead.com/quest=4763,,,
Fill the bowl provided with water in the moonwell in Auberdine.,Text,,,Darkshore,,,,,Fill the bowl provided with water in the moonwell in Auberdine.,https://classic.wowhead.com/quest=,,,
Accept: [QA2139],Accept,2139,Tharnariun's Hope,Darkshore,,,,,,https://classic.wowhead.com/quest=2139,,,
TurnIn: [QT986],TurnIn,986,A Lost Master,Darkshore,,,,,,https://classic.wowhead.com/quest=986,,,
Accept: [QA993],Accept,993,A Lost Master,Darkshore,,,,,,https://classic.wowhead.com/quest=993,,,
Do: [QC2139],Do,2139,Tharnariun's Hope,Darkshore,,,,,,https://classic.wowhead.com/quest=2139,,,
Do: [QC4763],Do,4763,The Blackwood Corrupted,Darkshore,,,,,,https://classic.wowhead.com/quest=4763,,,
Accept: [QA966],Accept,966,The Tower of Althalaxx,Darkshore,,,,,,https://classic.wowhead.com/quest=966,,,
Do: [QC966],Do,966,The Tower of Althalaxx,Darkshore,,,,,,https://classic.wowhead.com/quest=966,,,
TurnIn: [QT966],TurnIn,966,The Tower of Althalaxx,Darkshore,,,,,,https://classic.wowhead.com/quest=966,,,
Accept: [QA967],Accept,967,The Tower of Althalaxx,Darkshore,,,,,,https://classic.wowhead.com/quest=967,,,
Do: [QC951],Do,951,Mathystra Relics,Darkshore,,,,,,https://classic.wowhead.com/quest=951,,,
Grind the nagas till level [XP19+4200 19+4200],Grind,,,,,,19+4200,,the nagas,https://classic.wowhead.com/quest=,,,
Die on purpose and rezz up.,Text,,,Darkshore,,,,,Die on purpose and rezz up.,https://classic.wowhead.com/quest=,,,
TurnIn: [QT2139],TurnIn,2139,Tharnariun's Hope,Darkshore,,,,,,https://classic.wowhead.com/quest=2139,,,
TurnIn: [QT4763],TurnIn,4763,The Blackwood Corrupted,Darkshore,,,,,,https://classic.wowhead.com/quest=4763,,,
Take the boat to Darnassus,Text,,,Darkshore,,,,,Take the boat to Darnassus,https://classic.wowhead.com/quest=,,,
"Get the [P] flightpath at: [G58.4,94Teldrassil]",Flightpath,,,Teldrassil,"58.4,94",,,,,https://classic.wowhead.com/quest=,,,
#N/A,,,,,,,,,,https://classic.wowhead.com/quest=,,,
#N/A,,,,,,,,,,https://classic.wowhead.com/quest=,,,
Use your [H] Hearthstone.,UseHearthstone,,,Teldrassil,,,,,,https://classic.wowhead.com/quest=,,,
[T] Get your Level 18 skills at your trainer.,Learn,,,Ironforge,,,18,,Learn new spells,https://classic.wowhead.com/quest=,,,
TurnIn: [QT968],TurnIn,968,The Powers Below,,,,,,,https://classic.wowhead.com/quest=968,,,
Accept: [QA2041],Accept,2041,Speak with Shoni,Ironforge,,,,,,https://classic.wowhead.com/quest=2041,,,
Take the Train to Stormwind.,Text,,,Ironforge,,,,,Take the Train to Stormwind.,https://classic.wowhead.com/quest=,,,
"If it is in stock: Buy a Bronzetube at [G55.3,7.1Stormwind City]",Text,,,Stormwind City,,,,,"If it is in stock: Buy a Bronzetube at [G55.3,7.1Stormwind City]",https://classic.wowhead.com/quest=,,,
Thanks for using my guide. If it helped you and you "want to give back a little": There is a Paypal-Link on curseforge. Thanks <3,TurnIn,2041,Speak with Shoni,Stormwind City,,,,,,https://classic.wowhead.com/quest=2041,,,
