Name,Action,ID,QuestName,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
"TurnIn: [QT6392][A Dwarf, Gnome]",TurnIn,6392,Return to Brock,Loch Modan,,,,"Dwarf, Gnome",,https://classic.wowhead.com/quest=6392,,,
Accept: [QA224][A Nightelf],Accept,224,In Defense of the King's Lands,,,,,Nightelf,,https://classic.wowhead.com/quest=224,,,
Accept: [QA267][A Nightelf],Accept,267,The Trogg Threat,,,,,Nightelf,,https://classic.wowhead.com/quest=267,,,
Do: [QC224][A Nightelf],Do,224,In Defense of the King's Lands,,,,,Nightelf,,https://classic.wowhead.com/quest=224,,,
TurnIn: [QT224][A Nightelf],TurnIn,224,In Defense of the King's Lands,,,,,Nightelf,,https://classic.wowhead.com/quest=224,,,
Accept: [QA237],Accept,237,In Defense of the King's Lands,,,,,,,https://classic.wowhead.com/quest=237,,,
Do: [QC237],Do,237,In Defense of the King's Lands,Loch Modan,,,,,,https://classic.wowhead.com/quest=237,,,
Do: [QC267][A Nightelf],Do,267,The Trogg Threat,,,,,Nightelf,,https://classic.wowhead.com/quest=267,,,
TurnIn: [QT237],TurnIn,237,In Defense of the King's Lands,Loch Modan,,,,,,https://classic.wowhead.com/quest=237,,,
TurnIn: [QT267][A Nightelf],TurnIn,267,The Trogg Threat,,,,,Nightelf,,https://classic.wowhead.com/quest=267,,,
Accept: [QA263],Accept,263,In Defense of the King's Lands,Loch Modan,,,,,,https://classic.wowhead.com/quest=263,,,
Do: [QC1783][A Paladin],Do,1783,The Tome of Divinity,,,,,Paladin,,https://classic.wowhead.com/quest=1783,,,
TurnIn: [QT436],TurnIn,436,Ironband's Excavation,Loch Modan,,,,,,https://classic.wowhead.com/quest=436,,,
Accept: [QA297],Accept,297,Gathering Idols,Loch Modan,,,,,,https://classic.wowhead.com/quest=297,,,
Accept: [QA298],Accept,298,Excavation Progress Report,Loch Modan,,,,,,https://classic.wowhead.com/quest=298,,,
Accept: [QA257],Accept,257,A Hunter's Boast,Loch Modan,,,,,,https://classic.wowhead.com/quest=257,,,
Do: [QC257],Do,257,A Hunter's Boast,Loch Modan,,,,,,https://classic.wowhead.com/quest=257,,,
TurnIn: [QT257],TurnIn,257,A Hunter's Boast,Loch Modan,,,,,,https://classic.wowhead.com/quest=257,,,
Accept: [QA258],Accept,258,A Hunter's Challenge,Loch Modan,,,,,,https://classic.wowhead.com/quest=258,,,
Do: [QC258],Do,258,A Hunter's Challenge,Loch Modan,,,,,,https://classic.wowhead.com/quest=258,,,
TurnIn: [QT258],TurnIn,258,A Hunter's Challenge,Loch Modan,,,,,,https://classic.wowhead.com/quest=258,,,
Accept: [QA271][O],AcceptOptional,271,Vyrin's Revenge,Loch Modan,,,,,,https://classic.wowhead.com/quest=271,,,
Accept: [QA385],Accept,385,Crocolisk Hunting,Loch Modan,,,,,,https://classic.wowhead.com/quest=385,,,
TurnIn: [QT2039],TurnIn,2039,Find Bingles,Loch Modan,,,,,,https://classic.wowhead.com/quest=2039,,,
Accept: [QA2038],Accept,2038,Bingles' Missing Supplies,Loch Modan,,,,,,https://classic.wowhead.com/quest=2038,,,
Do: [QC385],Do,385,Crocolisk Hunting,Loch Modan,,,,,,https://classic.wowhead.com/quest=385,,,
Do: [QC2038],Do,2038,Bingles' Missing Supplies,Loch Modan,,,,,,https://classic.wowhead.com/quest=2038,,,
Do: [QC263],Do,263,In Defense of the King's Lands,Loch Modan,,,,,,https://classic.wowhead.com/quest=263,,,
Accept: [QA250],Accept,250,A Dark Threat Looms,Loch Modan,,,,,,https://classic.wowhead.com/quest=250,,,
TurnIn: [QT250],TurnIn,250,A Dark Threat Looms,Loch Modan,,,,,,https://classic.wowhead.com/quest=250,,,
Accept: [QA199],Accept,199,A Dark Threat Looms,Loch Modan,,,,,,https://classic.wowhead.com/quest=199,,,
TurnIn: [QT199],TurnIn,199,A Dark Threat Looms,Loch Modan,,,,,,https://classic.wowhead.com/quest=199,,,
TurnIn: [QT2038],TurnIn,2038,Bingles' Missing Supplies,Loch Modan,,,,,,https://classic.wowhead.com/quest=2038,,,
TurnIn: [QT385],TurnIn,385,Crocolisk Hunting,Loch Modan,,,,,,https://classic.wowhead.com/quest=385,,,
Do: [QC297],Do,297,Gathering Idols,Loch Modan,,,,,,https://classic.wowhead.com/quest=297,,,
Grind the troggs till level [XP17+500 17+500],Grind,,,,,,17+500,,the troggs,https://classic.wowhead.com/quest=,,,
TurnIn: [QT297],TurnIn,297,Gathering Idols,Loch Modan,,,,,,https://classic.wowhead.com/quest=297,,,
Die on purpose and rezz up.,Text,,,Loch Modan,,,,,Die on purpose and rezz up.,https://classic.wowhead.com/quest=,,,
TurnIn: [QT298],TurnIn,298,Excavation Progress Report,Loch Modan,,,,,,https://classic.wowhead.com/quest=298,,,
Accept: [QA301],Accept,301,Report to Ironforge,Loch Modan,,,,,,https://classic.wowhead.com/quest=301,,,
TurnIn: [QT263],TurnIn,263,In Defense of the King's Lands,Loch Modan,,,,,,https://classic.wowhead.com/quest=263,,,
Use your [H] Hearthstone.,UseHearthstone,,,Loch Modan,,,,,,https://classic.wowhead.com/quest=,,,
[T] Get your Level 16 skills at your trainer.,Learn,,,Ironforge,,,16,,,https://classic.wowhead.com/quest=,,,
TurnIn: [QT301],TurnIn,301,Report to Ironforge,Ironforge,,,,,,https://classic.wowhead.com/quest=301,,,
Fly to [F Wetlands],Fly,,,Wetlands,,,,,,https://classic.wowhead.com/quest=,,,
Take the boat to Darkshore,Text,,,Ironforge,,,,,Take the boat to Darkshore,https://classic.wowhead.com/quest=,,,
Thanks for using my guide. If it helped you and you "want to give back a little": There is a Paypal-Link on curseforge. Thanks <3,,,,,,,,,,https://classic.wowhead.com/quest=,,,
