Name,Action,ID,Questname,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
"Set your [S] to Ironforge at [G18.6,51.6Ironforge][A Dwarf, Gnome]",Hearthstone,,,Ironforge,"18.6,51.6",,,"Dwarf, Gnome",,https://classic.wowhead.com/quest=,,,
"Run to [G30.9,36.5Dun Morogh][A Human]",Run,,,Dun Morogh,"30.9,36.5",,,Human,,https://classic.wowhead.com/quest=,,,
"Run to [G31.1,31.2Dun Morogh][A Human]",Run,,,Dun Morogh,"31.1,31.2",,,Human,,https://classic.wowhead.com/quest=,,,
"Run to [G32.8,29.1Dun Morogh][A Human]",Run,,,Dun Morogh,"32.8,29.1",,,Human,,https://classic.wowhead.com/quest=,,,
"Run to [G32.9, 27.5Dun Morogh][A Human]",Run,,,Dun Morogh,"32.9, 27.5",,,Human,,https://classic.wowhead.com/quest=,,,
"[A Human] There is a hill infront of you, that gets you into The Great Sea (Above your minimap). Go ontop of that.",Text,,,,,,,Human,"[A Human] There is a hill infront of you, that gets you into The Great Sea (Above your minimap). Go ontop of that.",https://classic.wowhead.com/quest=,,,
"[A Human] Jump to your death towards north, Rezz up at the Spirit Healer.",Text,,,Wetlands,,,,Human,"[A Human] Jump to your death towards north, Rezz up at the Spirit Healer.",https://classic.wowhead.com/quest=,,,
Turn on your Aura.[A Paladin],Text,,,,,,,Paladin,Turn on your Aura.,https://classic.wowhead.com/quest=,,,
"Run to [G10.5, 55.7Wetlands][A Human] for Menethil Keep exploring experience.",Text,,,Wetlands,"10.5, 55.7",,,Human,"Run to [G10.5, 55.7Wetlands][A Human] for Menethil Keep exploring experience.",https://classic.wowhead.com/quest=,,,
"TurnIn: [QT6388][A Dwarf, Gnome]",TurnIn,6388,Gryth Thurden,Ironforge,,,,"Dwarf, Gnome",,https://classic.wowhead.com/quest=6388,,,
"Fly to [F Wetlands][A Dwarf, Gnome]",Fly,,,Wetlands,,,,"Dwarf, Gnome",,https://classic.wowhead.com/quest=,,,
"Get the [P] flightpath at: [G9.6,59.6Wetlands][A Human]",FlightPath,,,Wetlands,"9.6,59.6",,,Human,,https://classic.wowhead.com/quest=,,,
Take the ship to Darkshore,Text,,,Wetlands,,,,,Take the ship to Darkshore,https://classic.wowhead.com/quest=,,,
,Text,,,Wetlands,,,,,,https://classic.wowhead.com/quest=,,,
Thanks for using my guide. If it helped you and you "want to give back a little": There is a Paypal-Link on curseforge. Thanks <3,,,,,,,,,,https://classic.wowhead.com/quest=,,,
