Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
Get Cortellos Riddle (can spawn on all 3 boats on the LOWER level),Text,,,Stranglethorn Vale,,,,,Get Cortellos Riddle (can spawn on all 3 boats on the LOWER level),https://classic.wowhead.com/quest=
Do: [QC608],Do,608,The Bloodsail Buccaneers,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=608
Do: [QC621],Do,621,Zanzil's Secret,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=621
Do: [QC609],Do,609,Voodoo Dues,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=609
(Whenever you can)Do: [QC197],DoOptional,197,Raptor Mastery,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=197
(Whenever you can)Do: [QC628],DoOptional,628,Excelsior,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=628
(Whenever you can)Do: [QC197],DoOptional,197,Raptor Mastery,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=197
TurnIn: [QT197][O],TurnInOptional,197,Raptor Mastery,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=197
Turnin all STV Pages,Text,,,Stranglethorn Vale,,,,,Turnin all STV Pages,https://classic.wowhead.com/quest=
Accept: [QA208][O],AcceptOptional,208,Big Game Hunter,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=208
(Whenever you can)Do: [QC208],DoOptional,208,Big Game Hunter,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=208
In grp: Do both following quests in split groups,Text,,,Stranglethorn Vale,,,,,In grp: Do both following quests in split groups,https://classic.wowhead.com/quest=
Do: [QC600],Do,600,Venture Company Mining,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=600
Do: [QC209],Do,209,Skullsplitter Tusks,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=209
TurnIn: [QT208][O],TurnInOptional,208,Big Game Hunter,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=208
Use your [H] Hearthstone.,UseHearthstone,,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT600],Turnin,600,Venture Company Mining,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=600
TurnIn: [QT621],Turnin,621,Zanzil's Secret,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=621
TurnIn: [QT209],Turnin,209,Skullsplitter Tusks,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=209
TurnIn: [QT608],Turnin,608,The Bloodsail Buccaneers,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=608
TurnIn: [QT609],Turnin,609,Voodoo Dues,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=609
TurnIn: [QT628][O],TurnInOptional,628,Excelsior,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=628
Take the Boat to Ratchet,Text,,,Stranglethorn Vale,,,,,Take the Boat to Ratchet,https://classic.wowhead.com/quest=
Fly to [F Dustwallow Marsh],Fly,,,Dustwallow Marsh,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT623],Turnin,623,Akiris by the Bundle,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=623
Fly to [F Tanaris],Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT1117],Turnin,1117,Rumors for Kravel,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1117
Accept: [QA1118],Accept,1118,Back to Booty Bay,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1118
TurnIn: [QT1137],Turnin,1137,News for Fizzle,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1137
TurnIn: [QT1187],Turnin,1187,Razzeric's Tweaking,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1187
Accept: [QA1188],Accept,1188,Safety First,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1188
Accept: [QA1190],Accept,1190,Keeping Pace,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1190
TurnIn: [QT1191],Turnin,1191,Zamek's Distraction,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1191
Wait untill Rizzle Brassbolts leaves the building.,Text,,,Thousand Needless,,,,,Wait untill Rizzle Brassbolts leaves the building.,https://classic.wowhead.com/quest=
TurnIn: [QT1190],Turnin,1190,Keeping Pace,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1190
Accept: [QA1194],Accept,1194,Rizzle's Schematics,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1194
TurnIn: [QT1194],Turnin,1194,Rizzle's Schematics,Thousand Needless,,,,,,https://classic.wowhead.com/quest=1194
