Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
Accept: [QA1425],Accept,1425,Deliver the Shipment,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1425
TurnIn: [QT1425],TurnIn,1425,Deliver the Shipment,Swamp of Sorrows,,,,,,https://classic.wowhead.com/quest=1425
Fly to [F Stranglethorn Vale],Fly,,,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=
"Set your [H] to Stranglethorn Vale at [G27,77.2Stranglethorn Vale]",Hearthstone,,,Stranglethorn Vale,"27,77.2",,,,,https://classic.wowhead.com/quest=
TurnIn: [QT1116],TurnIn,1116,Dream Dust in the Swamp,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=1116
Accept: [QA1117],Accept,1117,Rumors for Kravel,Stranglethorn Vale,,,,,,https://classic.wowhead.com/quest=1117
Take the Boat to Ratchet,Text,,,Stranglethorn Vale,,,,,Take the Boat to Ratchet,https://classic.wowhead.com/quest=
Fly to [F Desolace],Fly,,,Desolace,,,,,,https://classic.wowhead.com/quest=
Accept: [QA261],Accept,261,Down the Scarlet Path,Desolace,,,,,,https://classic.wowhead.com/quest=261
Accept: [QA6134],Accept,6134,Ghost-o-plasm Round Up,Desolace,,,,,,https://classic.wowhead.com/quest=6134
TurnIn: [QT1373],TurnIn,1373,Ongeku,Desolace,,,,,,https://classic.wowhead.com/quest=1373
Accept: [QA1374],Accept,1374,Khan Jehn,Desolace,,,,,,https://classic.wowhead.com/quest=1374
Do: [QC261],Do,261,Down the Scarlet Path,Desolace,,,,,,https://classic.wowhead.com/quest=261
Do: [QC6134],Do,6134,Ghost-o-plasm Round Up,Desolace,,,,,,https://classic.wowhead.com/quest=6134
Grind on the skeletons untill youre [XP42],Text,,,Desolace,,,,,Grind on the skeletons untill youre [XP42],https://classic.wowhead.com/quest=
Do: [QC1374],Do,1374,Khan Jehn,Desolace,,,,,,https://classic.wowhead.com/quest=1374
TurnIn: [QT1374],TurnIn,1374,Khan Jehn,Desolace,,,,,,https://classic.wowhead.com/quest=1374
Accept: [QA1380],Accept,1380,Khan Hratha,Desolace,,,,,,https://classic.wowhead.com/quest=1380
Do: [QC1380],Do,1380,Khan Hratha,Desolace,,,,,,https://classic.wowhead.com/quest=1380
TurnIn: [QT1380],TurnIn,1380,Khan Hratha,Desolace,,,,,,https://classic.wowhead.com/quest=1380
TurnIn: [QT6134],TurnIn,6134,Ghost-o-plasm Round Up,Desolace,,,,,,https://classic.wowhead.com/quest=6134
TurnIn: [QT261],TurnIn,261,Down the Scarlet Path,Desolace,,,,,,https://classic.wowhead.com/quest=261
Use your [H] Hearthstone.,UseHearthstone,,,Desolace,,,,,,https://classic.wowhead.com/quest=
