Name,Action,ID,QuestName,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
Do: [QC276],Do,276,Tramping Paws,Wetlands,,,,,,https://classic.wowhead.com/quest=276,,,
TurnIn: [QT276],TurnIn,276,Tramping Paws,Wetlands,,,,,,https://classic.wowhead.com/quest=276,,,
Accept: [QA277],Accept,277,Fire Taboo,Wetlands,,,,,,https://classic.wowhead.com/quest=277,,,
Do: [QC277],Do,277,Fire Taboo,Wetlands,,,,,,https://classic.wowhead.com/quest=277,,,
Do: [QC470],Do,470,Digging Through the Ooze,Wetlands,,,,,,https://classic.wowhead.com/quest=470,,,
Grind the slimes till youre level[XP26+34000],Text,,,Wetlands,,,,,Grind the slimes till youre level[XP26+34000],https://classic.wowhead.com/quest=,,,
TurnIn: [QT277],TurnIn,277,Fire Taboo,Wetlands,,,,,,https://classic.wowhead.com/quest=277,,,
Use your [H] Hearthstone.,UseHearthstone,,,Wetlands,,,,,,https://classic.wowhead.com/quest=,,,
TurnIn: [QT943],TurnIn,943,The Absent Minded Prospector,Wetlands,,,,,,https://classic.wowhead.com/quest=943,,,
TurnIn: [QT279],TurnIn,279,Claws from the Deep,Wetlands,,,,,,https://classic.wowhead.com/quest=279,,,
Accept: [QA281],Accept,281,Reclaiming Goods,Wetlands,,,,,,https://classic.wowhead.com/quest=281,,,
TurnIn: [QT469],TurnIn,469,Daily Delivery,Wetlands,,,,,,https://classic.wowhead.com/quest=469,,,
TurnIn: [QT484],TurnIn,484,Young Crocolisk Skins,Wetlands,,,,,,https://classic.wowhead.com/quest=484,,,
Accept: [QA471],Accept,471,Apprentice's Duties,Wetlands,,,,,,https://classic.wowhead.com/quest=471,,,
TurnIn: [QT464],TurnIn,464,War Banners,Wetlands,,,,,,https://classic.wowhead.com/quest=464,,,
Accept: [QA465],Accept,465,Nek'rosh's Gambit,Wetlands,,,,,,https://classic.wowhead.com/quest=465,,,
TurnIn: [QT470],TurnIn,470,Digging Through the Ooze,Wetlands,,,,,,https://classic.wowhead.com/quest=470,,,
TurnIn: [QT306],TurnIn,306,In Search of The Excavation Team,Wetlands,,,,,,https://classic.wowhead.com/quest=306,,,
TurnIn: [QT281],TurnIn,281,Reclaiming Goods,Wetlands,,,,,,https://classic.wowhead.com/quest=281,,,
Accept: [QA284],Accept,284,The Search Continues,Wetlands,,,,,,https://classic.wowhead.com/quest=284,,,
TurnIn: [QT284],TurnIn,284,The Search Continues,Wetlands,,,,,,https://classic.wowhead.com/quest=284,,,
Accept: [QA285],Accept,285,Search More Hovels,Wetlands,,,,,,https://classic.wowhead.com/quest=285,,,
TurnIn: [QT285],TurnIn,285,Search More Hovels,Wetlands,,,,,,https://classic.wowhead.com/quest=285,,,
Accept: [QA286],Accept,286,Return the Statuette,Wetlands,,,,,,https://classic.wowhead.com/quest=286,,,
Do: [QC289],Do,289,The Cursed Crew,Wetlands,,,,,,https://classic.wowhead.com/quest=289,,,
Do: [QC471],Do,471,Apprentice's Duties,Wetlands,,,,,,https://classic.wowhead.com/quest=471,,,
TurnIn: [QT471],TurnIn,471,Apprentice's Duties,Wetlands,,,,,,https://classic.wowhead.com/quest=471,,,
TurnIn: [QT286],TurnIn,286,Return the Statuette,Wetlands,,,,,,https://classic.wowhead.com/quest=286,,,
TurnIn: [QT289],TurnIn,289,The Cursed Crew,Wetlands,,,,,,https://classic.wowhead.com/quest=289,,,
Thanks for using my guide. If it helped you and you "want to give back a little": There is a Paypal-Link on curseforge. Thanks <3,Text,,,Wetlands,,,,,,https://classic.wowhead.com/quest=,,,
